Voter,Affiliation,1st,2nd,3rd,Year
Ric Bucher,Bleacher Report,"Siakam, Pascal (TOR)","Collins, John (ATL)","Richardson, Josh (MIA)",2018
Doris Burke,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Dave Campbell,Associated Press,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Anthony Chiang,Miami Herald,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
David Cobb,Memphis Commercial Appeal,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Collins, John (ATL)",2018
Sean Deveney,The Sporting News,"Siakam, Pascal (TOR)","Vucevic, Nikola (ORL)","Sabonis, Domantas (IND)",2018
Amin Elhassan,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Harrell, Montrezl (LAC)",2018
Paul Flannery,SB Nation,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Reid Forgrave,CBSSports.com,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","George, Paul (OKC)",2018
Joe Freeman,The Oregonian,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Rosalyn Gold‐Onwude,Turner,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Vince Goodwill,Yahoo! Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","LaVine, Zach (CHI)",2018
Michael Grange,Rogers Sportsnet,"Siakam, Pascal (TOR)","Sabonis, Domantas (IND)","Antetokounmpo, Giannis (MIL)",2018
Jared Greenberg,Turner,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Hield, Buddy (SAC)",2018
Will Guillory,The Athletic,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Bogdanovic, Bojan (IND)",2018
Kevin Harlan,Turner Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Zach Harper,The Athletic,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Hield, Buddy (SAC)",2018
Chris Haynes,Yahoo! Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Dinwiddie, Spencer (BKN)",2018
Kurt Helin,NBCSports.com,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Erik Horne,The Oklahoman,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Grant, Jerami (OKC)",2018
Lisa Hsu,Tencent,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Cassidy Hubbarth,ESPN,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Kelly Iko,The Athletic,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Frank Isola,Sirius Radio/The Athletic,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Mark Jackson,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","White, Derrick (SAS)",2018
K.C. Johnson,Chicago Tribune,"Siakam, Pascal (TOR)","Hield, Buddy (SAC)","Russell, D'Angelo (BKN)",2018
Mark Jones,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Sabonis, Domantas (IND)",2018
Fred Katz,The Athletic,"Siakam, Pascal (TOR)","Gallinari, Danilo (LAC)","Russell, D'Angelo (BKN)",2018
Marc Kestecher,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Nira Khurana,Perform,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Kennegh Lau,BesTV,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Collins, John (ATL)",2018
Kristen Ledlow,Turner Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Brian Lewis,New York Post,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Massimo Pegna,La Gazzetta dello Sport,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Sabonis, Domantas (IND)",2018
Zach Lowe,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Tim MacMahon,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Beasley, Malik (DEN)",2018
Jackie MacMullan,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Brian Mahoney,Associated Press,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Rob Mahoney,Sports Illustrated,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Maxime Malet,L'Equipe,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Hield, Buddy (SAC)",2018
Chris Mannix,Sports Illustrated,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Diego Martinez,Reforma,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","George, Paul (OKC)",2018
Jeff McDonald,San Antonio Express‐News,"Siakam, Pascal (TOR)","Harrell, Montrezl (LAC)","Forbes, Bryn (SAS)",2018
Dave McMenamin,ESPN,"Rose, Derrick (MIN)","Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)",2018
Reggie Miller,Turner Sports,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Sabonis, Domantas (IND)",2018
Rachel Nichols,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Kevin O'Connor,The Ringer,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Bill Oram,The Athletic,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Dave Pasch,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Collins, John (ATL)",2018
Kevin Pelton,ESPN,"Fox, De'Aaron (SAC)","Vucevic, Nikola (ORL)","Russell, D'Angelo (BKN)",2018
Keith Pompey,Philadelphia Inqurier and Daily News,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Duane Rankin,Arizona Republic,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Bryant, Thomas (WAS)",2018
Tim Reynolds,Associated Press,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Josh Robbins,The Athletic,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Jalen Rose,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
John Schuhmann,NBA.com,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Beasley, Malik (DEN)",2018
Guillermo Schutz,Televisa,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Dennis Scott,Turner Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Cauley‐Stein, Willie (SAC)",2018
Andrew Sharp,Sports Illustrated,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Hield, Buddy (SAC)",2018
Ramona Shelburne,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Bill Simmons,The Ringer,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Harrell, Montrezl (LAC)",2018
Mike Singer,Denver Post,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Sabonis, Domantas (IND)",2018
Anthony Slater,The Athletic,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Doug Smith,Toronto Star,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Sekou Smith,NBA.com,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Beasley, Malik (DEN)",2018
Steve Smith,Turner Sports,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Casey Stern,Turner Sports,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Mirjam Swanson,Southern California News Group,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Justin Termine,Sirius Radio,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Hield, Buddy (SAC)",2018
Flavio Tranquillo,Sky Italia,"Siakam, Pascal (TOR)","Vucevic, Nikola (ORL)","Russell, D'Angelo (BKN)",2018
Olgun Uluc,Fox Sports Australia,"Siakam, Pascal (TOR)","Hield, Buddy (SAC)","Russell, D'Angelo (BKN)",2018
Joe Vardon,The Athletic,"Siakam, Pascal (TOR)","Rose, Derrick (MIN)","Fox, De'Aaron (SAC)",2018
Matt Velazquez,Milwaukee Journal Sentinel,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Hield, Buddy (SAC)",2018
Andre Voigt,DAZN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Sabonis, Domantas (IND)",2018
Richard Walker,Gaston Gazette,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)",2018
Gary Washburn,Boston Globe,"Siakam, Pascal (TOR)","Hield, Buddy (SAC)","Bryant, Thomas (WAS)",2018
Michael Wilbon,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Brian Windhorst,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Vucevic, Nikola (ORL)",2018
Matt Winer,Turner Sports,"Siakam, Pascal (TOR)","Vucevic, Nikola (ORL)","Russell, D'Angelo (BKN)",2018
Ryan Wolstat,Toronto Sun,"Siakam, Pascal (TOR)","Fox, De'Aaron (SAC)","Russell, D'Angelo (BKN)",2018
Eric Woodyard,Deseret News,"Russell, D'Angelo (BKN)","Siakam, Pascal (TOR)","Hield, Buddy (SAC)",2018
Royce Young,ESPN,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Hield, Buddy (SAC)",2018
Weiping Zhang,CCTV,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","Fox, De'Aaron (SAC)",2018
Jeff Zillgitt,USA Today,"Siakam, Pascal (TOR)","Russell, D'Angelo (BKN)","George, Paul (OKC)",2018
