Voter,Affiliation,1st,2nd,3rd,Year
Cassidy Hubbarth,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Kelly Iko,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Frank Isola,Sirius Radio/The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous‐Alexander, Shai (LAC)",2018
Mark Jackson,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous‐Alexander, Shai (LAC)",2018
K.C. Johnson,Chicago Tribune,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Mark Jones,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Fred Katz,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Marc Kestecher,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Nira Khurana,Perform,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Kennegh Lau,BesTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2018
Kristen Ledlow,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Brian Lewis,New York Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Massimo Pegna,La Gazzetta dello Sport,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Zach Lowe,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Tim MacMahon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Jackie MacMullan,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Brian Mahoney,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Rob Mahoney,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Maxime Malet,L'Equipe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Chris Mannix,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Diego Martinez,Reforma,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Jeff McDonald,San Antonio Express‐News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Dave McMenamin,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Reggie Miller,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2018
Rachel Nichols,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Kevin O'Connor,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Bill Oram,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Dave Pasch,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Kevin Pelton,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Robinson, Mitchell (NYK)",2018
Keith Pompey,Philadelphia Inqurier and Daily News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Duane Rankin,Arizona Republic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Tim Reynolds,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous‐Alexander, Shai (LAC)",2018
Josh Robbins,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Jalen Rose,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
John Schuhmann,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Guillermo Schutz,Televisa,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Dennis Scott,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Okogie, Josh (MIN)",2018
Andrew Sharp,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Ramona Shelburne,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Bill Simmons,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2018
Mike Singer,Denver Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Anthony Slater,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Doug Smith,Toronto Star,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous‐Alexander, Shai (LAC)",2018
Sekou Smith,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Steve Smith,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Casey Stern,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Mirjam Swanson,Southern California News Group,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Justin Termine,Sirius Radio,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Flavio Tranquillo,Sky Italia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2018
Olgun Uluc,Fox Sports Australia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Joe Vardon,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Matt Velazquez,Milwaukee Journal Sentinel,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Andre Voigt,DAZN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Richard Walker,Gaston Gazette,"Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)",2018
Gary Washburn,Boston Globe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2018
Michael Wilbon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Brian Windhorst,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Matt Winer,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Ryan Wolstat,Toronto Sun,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Eric Woodyard,Deseret News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Royce Young,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)",2018
Weiping Zhang,CCTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
Jeff Zillgitt,USA Today,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2018
