Voter,Affiliation,1st,2nd,3rd,Year,Award
Chris Sheridan,Sheridanhoops.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Chuck Swirsky,WMVP AM 1000,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Dan Woike,Orange County Register,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Dante Marchitelli,Fox Sports Florida,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Darnell Mayberry,Oklahoman,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Dave Johnson,106.7 The Fan,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Dave McMenamin,ESPN.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
David Aldridge,TNT,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
David Mayo,Mlive Media Group,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Snyder, Quin -- Utah",2015,COY
Dei Lynam,Comcast SportsNet,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Blatt, David -- Cleveland",2015,COY
Dell Curry,Fox Sports Carolinas/SportSouth,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Blatt, David -- Cleveland",2015,COY
Dennis Neumann,ESPN 580 AM,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Diamond Leung,Bay Area News Group/Contra Costa Times,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Doris Burke,ESPN,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Doug Smith,The Toronto Star,"Kerr, Steve -- Golden State","Stevens, Brad -- Boston","Budenholzer, Mike -- Atlanta",2015,COY
Dwain Price,Ft. Worth Star Telegam,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Eddie Sefko,Dallas Morning News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Rivers, Doc -- L.A. Clippers",2015,COY
Eric Hasseltine,92.9 FM ESPN/680 AM,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Ernie Johnson,TNT,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Ethan Skolnick,Bleacher Report,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Stevens, Brad -- Boston",2015,COY
Fran Blinebury,NBA.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","McHale, Kevin -- Houston",2015,COY
Frank Isola,Sirius Radio/New York Daily News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Fred McLeod,Fox Sports Ohio,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Blatt, David -- Cleveland",2015,COY
Gary Gerould,Comcast SportsNet-CA,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Gary Washburn,Boston Globe,"Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee","Stevens, Brad -- Boston",2015,COY
George Blaha,WMGC / Fox Sports Detroit,"Thibodeau, Tom -- Chicago","Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta",2015,COY
Grant Napear,Comcast SportsNet-CA,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Howard Beck,Bleacher Report,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Hubie Brown,ESPN,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","McHale, Kevin -- Houston",2015,COY
Israel Guttierez,ESPN.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","McHale, Kevin -- Houston",2015,COY
JA Adande,ESPN.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Jabari Young,Comcast SportsNet NW,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Jack Armstrong,SportsNet/TSN,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","McHale, Kevin -- Houston",2015,COY
Jason Jackson,Sun Sports,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Jason Jones,Sacramento Bee,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Jason Kosmicki,Altitude Radio Network,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Jason Lloyd,Akron Beacon Journal,"Kidd, Jason -- Milwaukee","Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State",2015,COY
Jeff McDonald,San Antonio Express-News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Jeff Zillgitt,USA Today,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Jerry Zgoda,Minneapolis Star Tribune,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Jim Barnett,Comcast SportsNet Bay Area,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stotts, Terry -- Portland",2015,COY
Jim Paschke,Fox Sports Wisconsin,"Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee","Kerr, Steve -- Golden State",2015,COY
Jim Petersen,Fox Sports North,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Stevens, Brad -- Boston",2015,COY
Jody Genessy,Deseret News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Snyder, Quin -- Utah",2015,COY
Joe Goodman,Miami Herald,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Joel Meyers,Fox Sports New Orleans,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","McHale, Kevin -- Houston",2015,COY
John Denton,OrlandoMagic.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
John Reid,New Orleans Times Picayune,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Jon Barry,ESPN Radio,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Jonathan Feigen,Houston Chronicle,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Jose Paneda,WAQI Radio,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Ken Berger,CBSSports.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Kevin Arnovitz,ESPN.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Snyder, Quin -- Utah",2015,COY
Kevin Calabro,ESPN Radio,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Williams, Monty -- New Orleans",2015,COY
Kevin Ding,Bleacher Report,"Popovich, Gregg -- San Antonio","Kerr, Steve -- Golden State","Stevens, Brad -- Boston",2015,COY
Lang Whitaker,NBA.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Malik Rose,Comcast SportsNet,"Budenholzer, Mike -- Atlanta","Thibodeau, Tom -- Chicago","Casey, Dwane -- Toronto",2015,COY
Marc Berman,New York Post,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Marc Spears,Yahoo! Sports,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Marc Stein,ESPN.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Mark Boyle,107.5/1070 The Fan,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Mark Followill,TXA-21/Fox Sports Net,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Carlisle, Rick -- Dallas",2015,COY
Mark Medina,LA Daily News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Marv Albert,TNT,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Matt Bullard,Root Sports Southwest,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Matt Winer,NBA TV,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Michael Wilbon,ESPN,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","McHale, Kevin -- Houston",2015,COY
Mike Breen,ABC Sports,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Mike Fratello,TNT,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Mike Monroe,San Antonio Express-News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Thibodeau, Tom -- Chicago",2015,COY
Mike Rice,Comcast SportsNet NW,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Stotts, Terry -- Portland",2015,COY
Mike Tirico,ESPN,"Stevens, Brad -- Boston","Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State",2015,COY
Molly Sullivan,Comcast SportsNet,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Neil Funk,Comcast SportsNet Chicago,"Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston","Hornacek, Jeff -- Phoenix",2015,COY
Nick Friedell,ESPNChicago.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Paul Coro,Arizona Republic,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Pete Pranica,Fox Sports Tennessee,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee","Rivers, Doc -- L.A. Clippers",2015,COY
Ralph Lawler,Prime Ticket,"Stevens, Brad -- Boston","Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta",2015,COY
Ramona Shelburne,ESPN.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","McHale, Kevin -- Houston",2015,COY
Ric Bucher,Bleacher Report,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Rick Bonnell,Charlotte Observer,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Stevens, Brad -- Boston",2015,COY
Ron Boone,ROOT Sports,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Snyder, Quin -- Utah",2015,COY
Ron Tillery,Memphis Commercial Appeal,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Popovich, Gregg -- San Antonio",2015,COY
Sage Steele,ABC Sports,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","McHale, Kevin -- Houston",2015,COY
Sam Amick,USA Today,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","McHale, Kevin -- Houston",2015,COY
Sam Smith,Bulls.com,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Sean Deveney,The Sporting News,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Sean Grande,WEEI Radio,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Stevens, Brad -- Boston",2015,COY
Sean Kelley,WWL 105.3 FM,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Steve Albert,Fox Sports Arizona,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Steve Aschburner,NBA.com,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","McHale, Kevin -- Houston",2015,COY
Steve Holman,Hawks Radio Network,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Steve Martin,Fox Sports Carolinas/SportSouth,"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Popovich, Gregg -- San Antonio",2015,COY
Ted Davis,WTMJ Radio,"Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee","Kerr, Steve -- Golden State",2015,COY
Tim Capstraw,WFAN (660),"Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State","Kidd, Jason -- Milwaukee",2015,COY
Tim Kempton,KTAR Radio,"Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee","Kerr, Steve -- Golden State",2015,COY
Tim Roye,KNBR Radio,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston",2015,COY
Tom Heinsohn,Comcast SportsNet,"Budenholzer, Mike -- Atlanta","Stevens, Brad -- Boston","Kidd, Jason -- Milwaukee",2015,COY
Vince Ellis,Detroit Free Press,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Walt Frazier,MSG Network,"Kerr, Steve -- Golden State","Budenholzer, Mike -- Atlanta","Kidd, Jason -- Milwaukee",2015,COY
Zach Lowe,Grantland,"Popovich, Gregg -- San Antonio","Budenholzer, Mike -- Atlanta","Kerr, Steve -- Golden State",2015,COY
