Voter,Affiliation,1st,2nd,3rd,Year,Award
Craig Ackerman,Sportstalk 790 AM,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015,MIP
Dan Woike,Orange County Register,"Walker, Kemba -- CHA","McCollum, CJ -- POR","Barton, Will -- DEN",2015,MIP
Dante Marchitelli,Fox Sports Florida,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015,MIP
Dave Johnson,106.7 The Fan,"McCollum, CJ -- POR","Green, Draymond -- GS","Walker, Kemba -- CHA",2015,MIP
David Aldridge,TNT,"Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR",2015,MIP
David Mayo,Mlive Media Group,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Jackson, Reggie -- DET",2015,MIP
David Wesley,Fox Sports New Orleans,"Barton, Will -- DEN","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015,MIP
Dennis Neumann,ESPN 580 AM,"McCollum, CJ -- POR","Green, Draymond -- GS","Thomas, Isaiah -- BOS",2015,MIP
Doris Burke,ESPN,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Curry, Stephen -- GS",2015,MIP
Doug Smith,The Toronto Star,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Mahinmi, Ian -- IND",2015,MIP
Dwain Price,Ft. Worth Star Telegam,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Crowder, Jae -- BOS",2015,MIP
Eddie Johnson,Fox Sports Arizona,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Whiteside, Hassan -- MIA",2015,MIP
Eric Hasseltine,92.9 FM ESPN/680 AM ESPN,"McCollum, CJ -- POR","Thomas, Isaiah -- BOS","Whiteside, Hassan -- MIA",2015,MIP
Eric Smith,TSN 1050/Sportsnet 590 The Fan,"McCollum, CJ -- POR","Green, Draymond -- GS","Curry, Stephen -- GS",2015,MIP
Ernie Johnson,TNT,"McCollum, CJ -- POR","Drummond, Andre -- DET","Antetokounmpo, Giannis -- MIL",2015,MIP
Fran Blinebury,NBA.com,"McCollum, CJ -- POR","Thomas, Isaiah -- BOS","Leonard, Kawhi -- SA",2015,MIP
Frank Isola,Sirius Radio/New York Daily News,"Walker, Kemba -- CHA","Green, Draymond -- GS","McCollum, CJ -- POR",2015,MIP
Fred McLeod,Fox Sports Ohio,"McCollum, CJ -- POR","Barton, Will -- DEN","Antetokounmpo, Giannis -- MIL",2015,MIP
Gary Gerould,Comcast SportsNet-CA,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Gary Washburn,Boston Globe,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Barton, Will -- DEN",2015,MIP
Glenn Consor,106.7 The Fan,"Walker, Kemba -- CHA","McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL",2015,MIP
Grant Napear,Comcast SportsNet-CA,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Howard Beck,Bleacher Report,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Leonard, Kawhi -- SA",2015,MIP
Hubie Brown,ESPN,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Crowder, Jae -- BOS",2015,MIP
Ira Winderman,South Florida Sun Sentinel,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Drummond, Andre -- DET",2015,MIP
Israel Guttierez,ESPN.com,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Fournier, Evan -- ORL",2015,MIP
JA Adande,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015,MIP
Jack Armstrong,SportsNet/TSN,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Fournier, Evan -- ORL",2015,MIP
Jason Jones,Sacramento Bee,"McCollum, CJ -- POR","Barton, Will -- DEN","Jackson, Reggie -- DET",2015,MIP
Jason Kosmicki,Altitude Radio Network,"Harris, Gary -- DEN","Barton, Will -- DEN","McCollum, CJ -- POR",2015,MIP
Jason Lieser,Palm Beach Post,"Whiteside, Hassan -- MIA","McCollum, CJ -- POR","Curry, Stephen -- GS",2015,MIP
Jason Lloyd,Akron Beacon Journal,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Green, Draymond -- GS",2015,MIP
Jason Quick,Comcast SportsNet NW,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Barton, Will -- DEN",2015,MIP
Jeff McDonald,San Antonio Express-News,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Crowder, Jae -- BOS",2015,MIP
Jeff Zillgitt,USA Today,"McCollum, CJ -- POR","Curry, Stephen -- GS","Walker, Kemba -- CHA",2015,MIP
Jerry Zgoda,Minneapolis Star Tribune,"Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015,MIP
Jim Barnett,Comcast SportsNet Bay Area,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Curry, Stephen -- GS",2015,MIP
Jim Paschke,Fox Sports Wisconsin,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Jim Petersen,Fox Sports North,"Curry, Stephen -- GS","McCollum, CJ -- POR","Leonard, Kawhi -- SA",2015,MIP
Jim Spanarkel,YES Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Curry, Stephen -- GS",2015,MIP
Jody Genessy,Deseret News,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Jackson, Reggie -- DET",2015,MIP
Joe Freeman,The Oregonian,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Walker, Kemba -- CHA",2015,MIP
Joel Meyers,Fox Sports New Orleans,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Thomas, Isaiah -- BOS",2015,MIP
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015,MIP
John Krawczynski,Associated Press,"Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015,MIP
John Michael,Cavaliers Radio,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Drummond, Andre -- DET",2015,MIP
Jon Barry,ESPN Radio,"McCollum, CJ -- POR","Hood, Rodney -- UTA","Walker, Kemba -- CHA",2015,MIP
Jonathan Feigen,Houston Chronicle,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Keith Pompey,Philadelphia Inquirer,"Thomas, Isaiah -- BOS","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015,MIP
Ken Berger,CBSSports.com,"McCollum, CJ -- POR","Green, Draymond -- GS","Curry, Stephen -- GS",2015,MIP
Kevin Arnovitz,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Kevin Calabro,ESPN Radio,"Walker, Kemba -- CHA","Leonard, Kawhi -- SA","McCollum, CJ -- POR",2015,MIP
Lang Whitaker,NBA.com,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA",2015,MIP
Marc Berman,New York Post,"McCollum, CJ -- POR","Barton, Will -- DEN","Crowder, Jae -- BOS",2015,MIP
Marc Spears,The Undefeated,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015,MIP
Marc Stein,ESPN.com,"McCollum, CJ -- POR","Green, Draymond -- GS","Curry, Stephen -- GS",2015,MIP
Marc Zumoff,Sixers TV,"Antetokounmpo, Giannis -- MIL","Green, Draymond -- GS","McCollum, CJ -- POR",2015,MIP
Mark Boyle,107.5/1070 The Fan,"McCollum, CJ -- POR","Barton, Will -- DEN","Thomas, Isaiah -- BOS",2015,MIP
Mark Followill,TXA-21/Fox Sports Net,"McCollum, CJ -- POR","Bazemore, Kent -- ATL","Crowder, Jae -- BOS",2015,MIP
Mark Medina,LA Daily News,"McCollum, CJ -- POR","Barton, Will -- DEN","Walker, Kemba -- CHA",2015,MIP
Marv Albert,TNT,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015,MIP
Matt Bullard,Root Sports Southwest,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015,MIP
Matt Winer,NBA TV,"McCollum, CJ -- POR","Curry, Stephen -- GS","Leonard, Kawhi -- SA",2015,MIP
Michael Cage,Fox Sports Oklahoma,"McCollum, CJ -- POR","Thomas, Isaiah -- BOS","Antetokounmpo, Giannis -- MIL",2015,MIP
Michael Smith,Prime Ticket,"Curry, Stephen -- GS","McCollum, CJ -- POR","Drummond, Andre -- DET",2015,MIP
Michael Wilbon,ESPN,"McCollum, CJ -- POR","Barton, Will -- DEN","Antetokounmpo, Giannis -- MIL",2015,MIP
Mike Breen,ABC Sports,"McCollum, CJ -- POR","Barton, Will -- DEN","Antetokounmpo, Giannis -- MIL",2015,MIP
Mike Fratello,TNT,"Thomas, Isaiah -- BOS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015,MIP
Mike Gorman,Comcast SportsNet New England,"Crowder, Jae -- BOS","McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL",2015,MIP
Mike Monroe,The Rivard Report,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Leonard, Kawhi -- SA",2015,MIP
Mike Rice,Comcast SportsNet NW,"McCollum, CJ -- POR","Barton, Will -- DEN","Green, Draymond -- GS",2015,MIP
Mike Tirico,ESPN,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA",2015,MIP
Neil Funk,Comcast SportsNet Chicago,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Fournier, Evan -- ORL",2015,MIP
Paul Coro,The Arizona Republic,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Green, Draymond -- GS",2015,MIP
Pete Pranica,Fox Sports Southeast,"Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015,MIP
Phil Chenier,Comcast SportsNet Mid-Atlantic,"McCollum, CJ -- POR","Green, Draymond -- GS","Thomas, Isaiah -- BOS",2015,MIP
Ralph Lawler,Prime Ticket,"McCollum, CJ -- POR","Curry, Stephen -- GS","Barton, Will -- DEN",2015,MIP
Ramona Shelburne,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Ric Bucher,Bleacher Report,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Lowry, Kyle -- TOR",2015,MIP
Rick Bonnell,Charlotte Observer,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Rod Beard,Detroit News,"Drummond, Andre -- DET","Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR",2015,MIP
Ron Boone,ROOT Sports,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Barton, Will -- DEN",2015,MIP
Ron Tillery,Memphis Commercial Appeal,"McCollum, CJ -- POR","Curry, Stephen -- GS","Walker, Kemba -- CHA",2015,MIP
Royce Young,ESPN.com,"Curry, Stephen -- GS","McCollum, CJ -- POR","LaVine, Zach -- MIN",2015,MIP
Sage Steele,ABC Sports,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Whiteside, Hassan -- MIA",2015,MIP
Sam Amick,USA Today,"McCollum, CJ -- POR","Curry, Stephen -- GS","Leonard, Kawhi -- SA",2015,MIP
Sam Smith,Bulls.com,"Thomas, Isaiah -- BOS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015,MIP
Scott Hastings,Altitude Sports & Entertainment,"McCollum, CJ -- POR","Barton, Will -- DEN","Harris, Gary -- DEN",2015,MIP
Sean Deveney,The Sporting News,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Crowder, Jae -- BOS",2015,MIP
Sean Kelley,WRNO 99.5 FM,"McCollum, CJ -- POR","Green, Draymond -- GS","Walker, Kemba -- CHA",2015,MIP
Stacey King,Comcast SportsNet Chicago,"McCollum, CJ -- POR","Barton, Will -- DEN","Fournier, Evan -- ORL",2015,MIP
Stephanie Ready,Fox Sports Carolinas/SportSouth,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Bazemore, Kent -- ATL",2015,MIP
Steve Aschburner,NBA.com,"Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR",2015,MIP
Steve Holman,Hawks Radio Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015,MIP
Steve Martin,Fox Sports Carolinas/SportSouth,"Walker, Kemba -- CHA","McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL",2015,MIP
Ted Davis,WTMJ Radio,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015,MIP
Tim Capstraw,WFAN (660),"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015,MIP
Tim Kempton,KTAR Radio,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Barton, Will -- DEN",2015,MIP
Tim Reynolds,Associated Press,"Curry, Stephen -- GS","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015,MIP
Tim Roye,KNBR Radio,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015,MIP
Tom McGinnis,Sixers Radio,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Antetokounmpo, Giannis -- MIL",2015,MIP
Tony Fiorentino,Fox Sports Sun,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Thomas, Isaiah -- BOS",2015,MIP
Vince Ellis,Detroit Free Press,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Antetokounmpo, Giannis -- MIL",2015,MIP
Walt Frazier,MSG Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Barton, Will -- DEN",2015,MIP
Zach Lowe,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Mahinmi, Ian -- IND",2015,MIP
