Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year,Award
Brian Windhorst,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Jordan, DeAndre (LA-C)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defensive
Calvin Watkins,ESPN.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Wall, John (Was.)","George, Paul (Ind.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Paul, Chris (LA-C)","Allen, Tony (Mem.)",2017,All-Defensive
Charles Gardner,Milwaukee Journal-Sentinel,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Paul, Chris (LA-C)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Jordan, DeAndre (LA-C)","Smart, Marcus (Bos.)","Bradley, Avery (Bos.)",2017,All-Defensive
Chris Broussard,Fox Sports,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Davis, Anthony (N.O.)","Millsap, Paul (Atl.)","Whiteside, Hassan (Mia.)","Green, Danny (S.A.)","Smart, Marcus (Bos.)",2017,All-Defensive
Chris Webber,Turner,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Antetokounmpo, Giannis (Mil.)","Allen, Tony (Mem.)","Davis, Anthony (N.O.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Bradley, Avery (Bos.)","Beverley, Patrick (Hou.)",2017,All-Defensive
David Aldridge,Turner,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Westbrook, Russell (OKC.)","Green, Danny (S.A.)","Durant, Kevin (G.S.)","Antetokounmpo, Giannis (Mil.)","Whiteside, Hassan (Mia.)","Allen, Tony (Mem.)","Curry, Stephen (G.S.)",2017,All-Defensive
Davide Chinellato,LaGazetta Dello Sport,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Wall, John (Was.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Paul, Chris (LA-C)",2017,All-Defensive
Dennis Scott,Turner,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Conley, Mike (Mem.)","Antetokounmpo, Giannis (Mil.)","Ariza, Trevor (Hou.)","Gasol, Marc (Mem.)","Allen, Tony (Mem.)","Thompson, Klay (G.S.)",2017,All-Defensive
Doris Burke,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Green, Danny (S.A.)",2017,All-Defensive
Doug Collins,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Bradley, Avery (Bos.)","Conley, Mike (Mem.)",2017,All-Defensive
Doug Haller,Arizona Republic,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Tucker, PJ (Tor.)","Jordan, DeAndre (LA-C)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defensive
Doug Smith,The Toronto Star,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","James, LeBron (Cle.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Bradley, Avery (Bos.)",2017,All-Defensive
Eddie Sefko,Dallas Morning News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Matthews, Wesley (Dal.)","Antetokounmpo, Giannis (Mil.)","Ariza, Trevor (Hou.)","Butler, Jimmy (Chi.)","Whiteside, Hassan (Mia.)","Allen, Tony (Mem.)","Wall, John (Was.)",2017,All-Defensive
Erik Horne,The Oklahoman,"Roberson, Andre (OKC.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Paul, Chris (LA-C)","Leonard, Kawhi (S.A.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Ernie Johnson,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Paul, Chris (LA-C)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Batum, Nicolas (Cha.)",2017,All-Defensive
Flavio Tranquillo,Sky Italia,"Green, Draymond (G.S.)","Covington, Robert (Phi.)","Gobert, Rudy (Utah)","Antetokounmpo, Giannis (Mil.)","Green, Danny (S.A.)","Kidd-Gilchrist, Michael (Cha.)","Leonard, Kawhi (S.A.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Smart, Marcus (Bos.)",2017,All-Defensive
Fran Blinebury,NBA.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Thompson, Klay (G.S.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)",2017,All-Defensive
Frank Isola,Sirius Radio/New York Daily News,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Thompson, Klay (G.S.)","Antetokounmpo, Giannis (Mil.)","James, LeBron (Cle.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Gary Washburn,Boston Globe,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Bradley, Avery (Bos.)","Allen, Tony (Mem.)","Millsap, Paul (Atl.)","Crowder, Jae (Bos.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-Defensive
Howard Beck,Bleacher Report,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Bradley, Avery (Bos.)","Tucker, PJ (Tor.)","Butler, Jimmy (Chi.)","Davis, Anthony (N.O.)","Thompson, Klay (G.S.)","Smart, Marcus (Bos.)",2017,All-Defensive
Hubie Brown,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)","Davis, Anthony (N.O.)","Crowder, Jae (Bos.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Wall, John (Was.)",2017,All-Defensive
J Falgoust,CSN Washington,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","George, Paul (Ind.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Beverley, Patrick (Hou.)",2017,All-Defensive
JA Adande,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Bradley, Avery (Bos.)","Beverley, Patrick (Hou.)","Antetokounmpo, Giannis (Mil.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Thompson, Klay (G.S.)",2017,All-Defensive
Jackie MacMullan,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Allen, Tony (Mem.)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Beverley, Patrick (Hou.)","Smart, Marcus (Bos.)",2017,All-Defensive
Jacques Monclar,BEIN Sport,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Thompson, Klay (G.S.)","Ibaka, Serge (Tor.)","James, LeBron (Cle.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Bradley, Avery (Bos.)",2017,All-Defensive
Jalen Rose,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Wall, John (Was.)","Davis, Anthony (N.O.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Bradley, Avery (Bos.)","Paul, Chris (LA-C)",2017,All-Defensive
Jared Greenberg,Turner,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Paul, Chris (LA-C)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Beverley, Patrick (Hou.)","Thompson, Klay (G.S.)",2017,All-Defensive
Jason Jones,Sacramento Bee,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Allen, Tony (Mem.)","Mbah a Moute, Luc (LA-C)","Iguodala, Andre (G.S.)","Whiteside, Hassan (Mia.)","Conley, Mike (Mem.)","Green, Danny (S.A.)",2017,All-Defensive
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Paul, Chris (LA-C)","James, LeBron (Cle.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Green, Danny (S.A.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Jeff Zillgitt,USA Today,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Butler, Jimmy (Chi.)","Roberson, Andre (OKC.)","Howard, Dwight (Atl.)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Jerry Zgoda,Minneapolis Star-Tribune,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Smart, Marcus (Bos.)","Roberson, Andre (OKC.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Antetokounmpo, Giannis (Mil.)","Thompson, Klay (G.S.)",2017,All-Defensive
Joe Freeman,The Oregonian,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)","Millsap, Paul (Atl.)","Allen, Tony (Mem.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Green, Danny (S.A.)",2017,All-Defensive
Joe Vardon,Cleveland.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Millsap, Paul (Atl.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Bradley, Avery (Bos.)",2017,All-Defensive
John Schuhmann,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Covington, Robert (Phi.)","Davis, Anthony (N.O.)","Holiday, Jrue (N.O.)","Green, Danny (S.A.)",2017,All-Defensive
Jon Barry,ESPN Radio,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)","Davis, Anthony (N.O.)","George, Paul (Ind.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Thompson, Klay (G.S.)",2017,All-Defensive
Jon Krawczynski,Associated Press,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defensive
Justin Termine,Sirius XM,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Smart, Marcus (Bos.)","Beverley, Patrick (Hou.)","Tucker, PJ (Tor.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Thompson, Klay (G.S.)","Allen, Tony (Mem.)",2017,All-Defensive
Justin Verrier,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Paul, Chris (LA-C)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Rubio, Ricky (Min.)","Beverley, Patrick (Hou.)",2017,All-Defensive
KC Johnson,Chicago Tribune,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Paul, Chris (LA-C)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Wall, John (Was.)","Green, Danny (S.A.)",2017,All-Defensive
Keith Pompey,Philadelphia Inquirer,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Wall, John (Was.)","Covington, Robert (Phi.)","Butler, Jimmy (Chi.)","Whiteside, Hassan (Mia.)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)",2017,All-Defensive
Kevin Arnovitz,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Green, Danny (S.A.)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Gasol, Marc (Mem.)","Paul, Chris (LA-C)","Smart, Marcus (Bos.)",2017,All-Defensive
Kevin Ding,Bleacher Report,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)","Covington, Robert (Phi.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Thompson, Klay (G.S.)","Wall, John (Was.)",2017,All-Defensive
Kevin Harlan,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Green, Danny (S.A.)","Paul, Chris (LA-C)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Kevin O'Connor,The Ringer,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Covington, Robert (Phi.)","Davis, Anthony (N.O.)","Allen, Tony (Mem.)","Green, Danny (S.A.)",2017,All-Defensive
Kristen Ledlow,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)","Roberson, Andre (OKC.)","Covington, Robert (Phi.)","Davis, Anthony (N.O.)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defensive
Kurt Helin,NBCSports.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Davis, Anthony (N.O.)","Millsap, Paul (Atl.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Green, Danny (S.A.)",2017,All-Defensive
Lang Whitaker,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Allen, Tony (Mem.)",2017,All-Defensive
Lee Jenkins,Sports Illustrated,"Roberson, Andre (OKC.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Leonard, Kawhi (S.A.)","Kidd-Gilchrist, Michael (Cha.)","Howard, Dwight (Atl.)","Bradley, Avery (Bos.)","Thompson, Klay (G.S.)",2017,All-Defensive
Lisa Yang,Tencent,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Howard, Dwight (Atl.)","Antetokounmpo, Giannis (Mil.)","Gordon, Eric (Hou.)","Kidd-Gilchrist, Michael (Cha.)","James, LeBron (Cle.)","Whiteside, Hassan (Mia.)","Allen, Tony (Mem.)","Smart, Marcus (Bos.)",2017,All-Defensive
Manny Navaro,Miami Herald,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Thompson, Klay (G.S.)","Paul, Chris (LA-C)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Holiday, Jrue (N.O.)","Allen, Tony (Mem.)",2017,All-Defensive
Marc Berman,New York Post,"Green, Draymond (G.S.)","James, LeBron (Cle.)","Jordan, DeAndre (LA-C)","Thompson, Klay (G.S.)","Allen, Tony (Mem.)","Durant, Kevin (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Green, Danny (S.A.)",2017,All-Defensive
Marc Kestecher,ESPN Radio,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Thompson, Klay (G.S.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Bradley, Avery (Bos.)","Allen, Tony (Mem.)",2017,All-Defensive
Marc Spears,The Undefeated,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Bradley, Avery (Bos.)","Davis, Anthony (N.O.)","George, Paul (Ind.)","Whiteside, Hassan (Mia.)","Beverley, Patrick (Hou.)","Caldwell-Pope, Kentavious (Det.)",2017,All-Defensive
Marc Stein,ESPN.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Antetokounmpo, Giannis (Mil.)","Millsap, Paul (Atl.)","Howard, Dwight (Atl.)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)",2017,All-Defensive
Marcelo Nogueira,Ole,"Leonard, Kawhi (S.A.)","Iguodala, Andre (G.S.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Wall, John (Was.)","Antetokounmpo, Giannis (Mil.)","Aldridge, LaMarcus (S.A.)","Davis, Anthony (N.O.)","Curry, Stephen (G.S.)","Thomas, Isaiah (Bos.)",2017,All-Defensive
Mark Jackson,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)","Butler, Jimmy (Chi.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Bradley, Avery (Bos.)","Paul, Chris (LA-C)",2017,All-Defensive
Mark Medina,LA Daily News,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Millsap, Paul (Atl.)","Roberson, Andre (OKC.)","Davis, Anthony (N.O.)","Beverley, Patrick (Hou.)","Allen, Tony (Mem.)",2017,All-Defensive
Matt Moore,CBSSports.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Wall, John (Was.)","Allen, Tony (Mem.)","Roberson, Andre (OKC.)","Butler, Jimmy (Chi.)","Jordan, DeAndre (LA-C)","Holiday, Jrue (N.O.)","Paul, Chris (LA-C)",2017,All-Defensive
Matt Winer,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Westbrook, Russell (OKC.)","Antetokounmpo, Giannis (Mil.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Wall, John (Was.)","Paul, Chris (LA-C)",2017,All-Defensive
Michael Grange,Rogers Sportsnet,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Thompson, Klay (G.S.)","Millsap, Paul (Atl.)","Davis, Anthony (N.O.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Michael Wilbon,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Davis, Anthony (N.O.)","Roberson, Andre (OKC.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Smart, Marcus (Bos.)",2017,All-Defensive
Michelle Beadle,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Crowder, Jae (Bos.)","Jordan, DeAndre (LA-C)","Green, Danny (S.A.)","Allen, Tony (Mem.)",2017,All-Defensive
Mike Breen,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Bradley, Avery (Bos.)","Beverley, Patrick (Hou.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Whiteside, Hassan (Mia.)","Paul, Chris (LA-C)","Green, Danny (S.A.)",2017,All-Defensive
Nate Taylor,Indianapolis Star,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Thompson, Klay (G.S.)","George, Paul (Ind.)","Antetokounmpo, Giannis (Mil.)","Jordan, DeAndre (LA-C)","Bradley, Avery (Bos.)","Hill, George (Utah)",2017,All-Defensive
Nira Khurana,Excelsior,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)","Wall, John (Was.)","James, LeBron (Cle.)","Davis, Anthony (N.O.)","Whiteside, Hassan (Mia.)","Paul, Chris (LA-C)","Conley, Mike (Mem.)",2017,All-Defensive
Paul Flannery,SB Nation,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Millsap, Paul (Atl.)","Jordan, DeAndre (LA-C)","Allen, Tony (Mem.)","Beverley, Patrick (Hou.)",2017,All-Defensive
Rachel Nichols,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Paul, Chris (LA-C)","Green, Danny (S.A.)","Roberson, Andre (OKC.)","Allen, Tony (Mem.)","Jordan, DeAndre (LA-C)","Beverley, Patrick (Hou.)","Rubio, Ricky (Min.)",2017,All-Defensive
