Voter,Affiliation,1st,2nd,3rd,Year,Award
Erik Horne,The Oklahoman,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Roberson, Andre (OKC.)",2017,DPOY
Ernie Johnson,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Flavio Tranquillo,Sky Italia,"Green, Draymond (G.S.)","Covington, Robert (Phi.)","Gobert, Rudy (Utah)",2017,DPOY
Fran Blinebury,NBA.com,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Frank Isola,Sirius Radio/New York Daily News,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Gary Washburn,Boston Globe,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Howard Beck,Bleacher Report,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Hubie Brown,ABC/ESPN,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Whiteside, Hassan (Mia.)",2017,DPOY
J Falgoust,CSN Washington,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
JA Adande,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jackie MacMullan,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jacques Monclar,BEIN Sport,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Jalen Rose,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Jared Greenberg,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jason Jones,Sacramento Bee,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Jeff McDonald,San Antonio Express-News,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Jeff Zillgitt,USA Today,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jerry Zgoda,Minneapolis Star-Tribune,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Joe Freeman,The Oregonian,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Joe Vardon,Cleveland.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
John Schuhmann,NBA.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jon Barry,ESPN Radio,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Jon Krawczynski,Associated Press,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Justin Termine,Sirius XM,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Justin Verrier,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
KC Johnson,Chicago Tribune,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Keith Pompey,Philadelphia Inquirer,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Kevin Arnovitz,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kevin Ding,Bleacher Report,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kevin Harlan,Turner,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
Kevin O'Connor,The Ringer,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Kristen Ledlow,Turner,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Kurt Helin,NBCSports.com,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Lang Whitaker,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Lee Jenkins,Sports Illustrated,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Beverley, Patrick (Hou.)",2017,DPOY
Lisa Yang,Tencent,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Manny Navaro,Miami Herald,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Berman,New York Post,"Green, Draymond (G.S.)","James, LeBron (Cle.)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Kestecher,ESPN Radio,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Spears,The Undefeated,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marc Stein,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Marcelo Nogueira,Ole,"Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Aldridge, LaMarcus (S.A.)",2017,DPOY
Mark Jackson,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Mark Medina,LA Daily News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Matt Moore,CBSSports.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Matt Winer,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Michael Grange,Rogers Sportsnet,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Michael Wilbon,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Michelle Beadle,ABC/ESPN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Mike Breen,ABC/ESPN,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Nate Taylor,Indianapolis Star,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Nira Khurana,Excelsior,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Paul Flannery,SB Nation,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Rachel Nichols,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ramona Shelburne,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Reggie Miller,Turner,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Ric Bucher,Bleacher Report,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Richard Walker,Gaston Gazette,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Whiteside, Hassan (Mia.)",2017,DPOY
Rod Beard,Detroit News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ron Tillery,Memphis Commercial-Appeal,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Royce Young,ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Ryan Wolstat,Toronto Sun,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sage Steele,ABC/ESPN,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sam Amick,USA Today,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sean Deveney,The Sporting News,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Sekou Smith,NBA.com,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Sherrod Blakely,CSN New England,"Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)",2017,DPOY
Steve Aschburner,NBA.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Steve Kyler,Basketball Insiders,"Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)","Whiteside, Hassan (Mia.)",2017,DPOY
Steve Smith,Turner,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Tim Reynolds,Associated Press,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
TJ Manotoc,ABC-CBN,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Tony Jones,Salt Lake Tribune,"Gobert, Rudy (Utah)","Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)",2017,DPOY
Vince Goodwill,CSN Chicago,"Green, Draymond (G.S.)","Leonard, Kawhi (S.A.)","Gobert, Rudy (Utah)",2017,DPOY
Weiping Zhang,CCTV,"Leonard, Kawhi (S.A.)","Green, Draymond (G.S.)","Gobert, Rudy (Utah)",2017,DPOY
Yoko Miyaji,Sports Graphic Number,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
Zach Lowe,ESPN.com,"Green, Draymond (G.S.)","Gobert, Rudy (Utah)","Leonard, Kawhi (S.A.)",2017,DPOY
