Voter,Affiliation,1st,2nd,3rd,Year
Doug Smith,The Toronto Star,"Kidd, Jason (Milwaukee Bucks)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2016
Eddie Sefko,Dallas Morning News,"Brooks, Scott (Washington Wizards)","D’Antoni, Mike (Houston Rockets)","Kerr, Steve (Golden State Warriors)",2016
Erik Horne,The Oklahoman,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Snyder, Quin (Utah Jazz)",2016
Ernie Johnson,Turner,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2016
Flavio Tranquillo,Sky Italia,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2016
Fran Blinebury,NBA.com,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2016
Frank Isola,Sirius Radio/New York Daily News,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Brooks, Scott (Washington Wizards)",2016
Gary Washburn,Boston Globe,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Stevens, Brad (Boston Celtics)",2016
Howard Beck,Bleacher Report,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2016
Hubie Brown,ABC/ESPN,"Brooks, Scott (Washington Wizards)","Snyder, Quin (Utah Jazz)","Stevens, Brad (Boston Celtics)",2016
J Falgoust,CSN Washington,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Spoelstra, Erik (Miami Heat)",2016
JA Adande,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Snyder, Quin (Utah Jazz)",2016
Jackie MacMullan,ESPN.com,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2016
Jacques Monclar,BEIN Sport,"Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2016
Jalen Rose,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Fizdale, David (Memphis Grizzlies)","Spoelstra, Erik (Miami Heat)",2016
Jared Greenberg,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2016
Jason Jones,Sacramento Bee,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2016
Jeff McDonald,San Antonio Express-News,"D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)","Popovich, Gregg (San Antonio Spurs)",2016
Jeff Zillgitt,USA Today,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2016
Jerry Zgoda,Minneapolis Star-Tribune,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2016
Joe Freeman,The Oregonian,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2016
Joe Vardon,Cleveland.com,"Spoelstra, Erik (Miami Heat)","Kidd, Jason (Milwaukee Bucks)","Stevens, Brad (Boston Celtics)",2016
John Schuhmann,NBA.com,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2016
Jon Barry,ESPN Radio,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Snyder, Quin (Utah Jazz)",2016
Jon Krawczynski,Associated Press,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)",2016
Justin Termine,Sirius XM,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2016
Justin Verrier,ESPN.com,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2016
KC Johnson,Chicago Tribune,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2016
Keith Pompey,Philadelphia Inquirer,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)",2016
Kevin Arnovitz,ESPN.com,"Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)",2016
Kevin Ding,Bleacher Report,"Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2016
Kevin Harlan,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2016
Kevin O'Connor,The Ringer,"Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)","Snyder, Quin (Utah Jazz)",2016
Kristen Ledlow,Turner,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Kerr, Steve (Golden State Warriors)",2016
Kurt Helin,NBCSports.com,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Stevens, Brad (Boston Celtics)",2016
Lang Whitaker,NBA.com,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2016
Lee Jenkins,Sports Illustrated,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2016
Lisa Yang,Tencent,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Kerr, Steve (Golden State Warriors)",2016
Manny Navaro,Miami Herald,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)",2016
Marc Berman,New York Post,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Brooks, Scott (Washington Wizards)",2016
Marc Kestecher,ESPN Radio,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Kerr, Steve (Golden State Warriors)",2016
Marc Spears,The Undefeated,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Kerr, Steve (Golden State Warriors)",2016
Marc Stein,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2016
Marcelo Nogueira,Ole,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Kidd, Jason (Milwaukee Bucks)",2016
Mark Jackson,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2016
Mark Medina,LA Daily News,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2016
Matt Moore,CBSSports.com,"Brooks, Scott (Washington Wizards)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2016
Matt Winer,Turner,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Michael Grange,Rogers Sportsnet,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Casey, Dwane (Toronto Raptors)",2016
Michael Wilbon,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2016
Michelle Beadle,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Mike Breen,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Brooks, Scott (Washington Wizards)","Spoelstra, Erik (Miami Heat)",2016
Nate Taylor,Indianapolis Star,"Stevens, Brad (Boston Celtics)","Snyder, Quin (Utah Jazz)","Popovich, Gregg (San Antonio Spurs)",2016
Nira Khurana,Excelsior,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Spoelstra, Erik (Miami Heat)",2016
Paul Flannery,SB Nation,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Rachel Nichols,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Ramona Shelburne,ESPN.com,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Brooks, Scott (Washington Wizards)",2016
Reggie Miller,Turner,"Snyder, Quin (Utah Jazz)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2016
Ric Bucher,Bleacher Report,"Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)",2016
Richard Walker,Gaston Gazette,"Kerr, Steve (Golden State Warriors)","Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)",2016
Rod Beard,Detroit News,"Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)",2016
Ron Tillery,Memphis Commercial-Appeal,"D’Antoni, Mike (Houston Rockets)","Casey, Dwane (Toronto Raptors)","Spoelstra, Erik (Miami Heat)",2016
Royce Young,ESPN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2016
Ryan Wolstat,Toronto Sun,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Sage Steele,ABC/ESPN,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Popovich, Gregg (San Antonio Spurs)",2016
Sam Amick,USA Today,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Brooks, Scott (Washington Wizards)",2016
Sean Deveney,The Sporting News,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Snyder, Quin (Utah Jazz)",2016
Sekou Smith,NBA.com,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Fizdale, David (Memphis Grizzlies)",2016
Sherrod Blakely,CSN New England,"Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)",2016
Steve Aschburner,NBA.com,"D’Antoni, Mike (Houston Rockets)","Stevens, Brad (Boston Celtics)","Casey, Dwane (Toronto Raptors)",2016
Steve Kyler,Basketball Insiders,"Stevens, Brad (Boston Celtics)","D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)",2016
Steve Smith,Turner,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Stevens, Brad (Boston Celtics)",2016
Tim Reynolds,Associated Press,"Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)",2016
TJ Manotoc,ABC-CBN,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Tony Jones,Salt Lake Tribune,"Brooks, Scott (Washington Wizards)","Snyder, Quin (Utah Jazz)","Stevens, Brad (Boston Celtics)",2016
Vince Goodwill,CSN Chicago,"D’Antoni, Mike (Houston Rockets)","Spoelstra, Erik (Miami Heat)","Popovich, Gregg (San Antonio Spurs)",2016
Weiping Zhang,CCTV,"Popovich, Gregg (San Antonio Spurs)","D’Antoni, Mike (Houston Rockets)","Kerr, Steve (Golden State Warriors)",2016
Yoko Miyaji,Sports Graphic Number,"D’Antoni, Mike (Houston Rockets)","Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)",2016
Zach Lowe,ESPN.com,"Popovich, Gregg (San Antonio Spurs)","Spoelstra, Erik (Miami Heat)","D’Antoni, Mike (Houston Rockets)",2016
