Voter,Affiliation,1st,2nd,3rd,Year,Award
Jeff McDonald,San Antonio Express-News,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Johnson, James (Mia.)",2016,MIP
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Harris, Gary (Den.)",2016,MIP
Jerry Zgoda,Minneapolis Star-Tribune,"Antetokounmpo, Giannis (Mil.)","Beal, Bradley (Was.)","Jokic, Nikola (Den.)",2016,MIP
Joe Freeman,The Oregonian,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Gobert, Rudy (Utah)",2016,MIP
Joe Vardon,Cleveland.com,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Ingles, Joe (Utah)",2016,MIP
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (Mil.)","Johnson, James (Mia.)","Jokic, Nikola (Den.)",2016,MIP
Jon Barry,ESPN Radio,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Jokic, Nikola (Den.)",2016,MIP
Jon Krawczynski,Associated Press,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
Justin Termine,Sirius XM,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
Justin Verrier,ESPN.com,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Beal, Bradley (Was.)",2016,MIP
KC Johnson,Chicago Tribune,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Jokic, Nikola (Den.)",2016,MIP
Keith Pompey,Philadelphia Inquirer,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Waiters, Dion (Mia.)",2016,MIP
Kevin Arnovitz,ESPN.com,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Turner, Myles (Ind.)",2016,MIP
Kevin Ding,Bleacher Report,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Porter Jr., Otto (Was.)",2016,MIP
Kevin Harlan,Turner,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Gobert, Rudy (Utah)",2016,MIP
Kristen Ledlow,Turner,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Thomas, Isaiah (Bos.)",2016,MIP
Kurt Helin,NBCSports.com,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Johnson, James (Mia.)",2016,MIP
Lang Whitaker,NBA.com,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Johnson, James (Mia.)",2016,MIP
Lee Jenkins,Sports Illustrated,"Jokic, Nikola (Den.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)",2016,MIP
Lisa Yang,Tencent,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Beal, Bradley (Was.)",2016,MIP
Manny Navaro,Miami Herald,"Antetokounmpo, Giannis (Mil.)","Johnson, James (Mia.)","Jokic, Nikola (Den.)",2016,MIP
Marc Berman,New York Post,"Jokic, Nikola (Den.)","Antetokounmpo, Giannis (Mil.)","Johnson, James (Mia.)",2016,MIP
Marc Kestecher,ESPN Radio,"Jokic, Nikola (Den.)","Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)",2016,MIP
Marc Spears,The Undefeated,"Jokic, Nikola (Den.)","Gobert, Rudy (Utah)","Antetokounmpo, Giannis (Mil.)",2016,MIP
Marc Stein,ESPN.com,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Gobert, Rudy (Utah)",2016,MIP
Marcelo Nogueira,Ole,"Antetokounmpo, Giannis (Mil.)","Nurkic, Jusuf (Por.)","Gobert, Rudy (Utah)",2016,MIP
Mark Jackson,ABC/ESPN,"Jokic, Nikola (Den.)","Porter Jr., Otto (Was.)","Thomas, Isaiah (Bos.)",2016,MIP
Mark Medina,LA Daily News,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Gobert, Rudy (Utah)",2016,MIP
Matt Moore,CBSSports.com,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Johnson, James (Mia.)",2016,MIP
Matt Winer,Turner,"Antetokounmpo, Giannis (Mil.)","Hardaway Jr., Tim (Atl.)","Johnson, James (Mia.)",2016,MIP
Michael Grange,Rogers Sportsnet,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Beal, Bradley (Was.)",2016,MIP
Michael Wilbon,ABC/ESPN,"Gobert, Rudy (Utah)","Jokic, Nikola (Den.)","Booker, Devin (Pho.)",2016,MIP
Michelle Beadle,ABC/ESPN,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Thomas, Isaiah (Bos.)",2016,MIP
Mike Breen,ABC/ESPN,"Jokic, Nikola (Den.)","Johnson, James (Mia.)","Hardaway Jr., Tim (Atl.)",2016,MIP
Nate Taylor,Indianapolis Star,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Gobert, Rudy (Utah)",2016,MIP
Nira Khurana,Excelsior,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Johnson, James (Mia.)",2016,MIP
Paul Flannery,SB Nation,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Beal, Bradley (Was.)",2016,MIP
Rachel Nichols,ABC/ESPN,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
Ramona Shelburne,ESPN.com,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Booker, Devin (Pho.)",2016,MIP
Reggie Miller,Turner,"Jokic, Nikola (Den.)","Porter Jr., Otto (Was.)","Antetokounmpo, Giannis (Mil.)",2016,MIP
Ric Bucher,Bleacher Report,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Jokic, Nikola (Den.)",2016,MIP
Richard Walker,Gaston Gazette,"Antetokounmpo, Giannis (Mil.)","Porzingis, Kristaps (N.Y.)","Booker, Devin (Pho.)",2016,MIP
Rod Beard,Detroit News,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Porter Jr., Otto (Was.)",2016,MIP
Ron Tillery,Memphis Commercial-Appeal,"Conley, Mike (Mem.)","Antetokounmpo, Giannis (Mil.)","Hayward, Gordon (Utah)",2016,MIP
Royce Young,ESPN,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Curry, Seth (Dal.)",2016,MIP
Ryan Wolstat,Toronto Sun,"Antetokounmpo, Giannis (Mil.)","Johnson, James (Mia.)","DeRozan, DeMar (Tor.)",2016,MIP
Sage Steele,ABC/ESPN,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Gobert, Rudy (Utah)",2016,MIP
Sam Amick,USA Today,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
Sean Deveney,The Sporting News,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Johnson, James (Mia.)",2016,MIP
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Gobert, Rudy (Utah)",2016,MIP
Sherrod Blakely,CSN New England,"Antetokounmpo, Giannis (Mil.)","Jokic, Nikola (Den.)","Johnson, James (Mia.)",2016,MIP
Steve Aschburner,NBA.com,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Porter Jr., Otto (Was.)",2016,MIP
Steve Kyler,Basketball Insiders,"Jokic, Nikola (Den.)","Porter Jr., Otto (Was.)","Barnes, Harrison (Dal.)",2016,MIP
Steve Smith,Turner,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Jokic, Nikola (Den.)",2016,MIP
Tim Reynolds,Associated Press,"Johnson, James (Mia.)","Gobert, Rudy (Utah)","Antetokounmpo, Giannis (Mil.)",2016,MIP
TJ Manotoc,ABC-CBN,"Antetokounmpo, Giannis (Mil.)","Thomas, Isaiah (Bos.)","Gobert, Rudy (Utah)",2016,MIP
Tony Jones,Salt Lake Tribune,"Jokic, Nikola (Den.)","Antetokounmpo, Giannis (Mil.)","Hayward, Gordon (Utah)",2016,MIP
Vince Goodwill,CSN Chicago,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Jokic, Nikola (Den.)",2016,MIP
Weiping Zhang,CCTV,"Antetokounmpo, Giannis (Mil.)","Booker, Devin (Pho.)","Curry, Seth (Dal.)",2016,MIP
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (Mil.)","Porter Jr., Otto (Was.)","Jokic, Nikola (Den.)",2016,MIP
Zach Lowe,ESPN.com,"Antetokounmpo, Giannis (Mil.)","Gobert, Rudy (Utah)","Thomas, Isaiah (Bos.)",2016,MIP
