Voter,Affiliation,1st,2nd,3rd,Year
Jared Greenberg,Turner,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Kevin Harlan,Turner,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Zach Harper,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Max Haupt,DPA,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Adebayo, Bam (MIA)",2020
Chris Haynes,Yahoo! Sports,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Holiday, Jrue (MIL)",2020
Kurt Helin,NBCSports.com,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Adam Himmelsbach,Boston Globe,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Lisa Hsu,Tencent,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Capela, Clint (ATL)",2020
Cassidy Hubbarth,ESPN,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Green, Draymond (GSW)",2020
Kelly Iko,The Athletic,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Frank Isola,Sirius Radio,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)",2020
Mark Jackson,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Holiday, Jrue (MIL)",2020
Ernie Johnson,Turner,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Holiday, Jrue (MIL)",2020
Jason Jones,The Athletic,"Simmons, Ben (PHI)","Green, Draymond (GSW)","Gobert, Rudy (UTA)",2020
Tony Jones,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Fred Katz,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Marc Kestecher,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Chris Kirschner,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Capela, Clint (ATL)",2020
Scott Kushner,New Orleans Times Picayune,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Brian Lewis,New York Post,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Zach Lowe,ESPN,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Jackie MacMullan,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Embiid, Joel (PHI)",2020
Brian Mahoney,Associated Press,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Rob Mahoney,The Ringer,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Turner, Myles (IND)",2020
Chris Mannix,Sports Illustrated,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Diego Martinez,Reforma,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Jeff McDonald,San Antonio Express-News,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Capela, Clint (ATL)",2020
Dave McMenamin,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Mark Medina,USA Today,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Yoko Miyaji,Sports Graphic Number,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Joe Mussatto,The Oklahoman,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Rachel Nichols,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Kevin O'Connor,The Ringer,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
James Owczarski,Milwaukee Journal Sentinel,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Candace Parker,Turner,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Roy Parry,Orlando Sentinel,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Dave Pasch,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Kevin Pelton,ESPN,"Gobert, Rudy (UTA)","Capela, Clint (ATL)","Turner, Myles (IND)",2020
Keith Pompey,Philadelphia Inquirer and Daily News,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Thybulle, Matisse (PHI)",2020
Shaun Powell,NBA.com,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Duane Rankin,Arizona Republic,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Green, Draymond (GSW)",2020
Bill Reiter,CBSSports.com,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Tim Reynolds,Associated Press,"Gobert, Rudy (UTA)","Adebayo, Bam (MIA)","Simmons, Ben (PHI)",2020
Melissa Rohlin,Fox Sports,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Taylor Rooks,Bleacher Report,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Jalen Rose,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Simone Sandri,Gazzetta.it,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Omari Sankofa,Detroit Free Press,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
John Schuhmann,NBA.com,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Guillermo Schutz,Televisa (TUDN),"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Dennis Scott,Turner,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Capela, Clint (ATL)",2020
Ramona Shelburne,ESPN,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Bill Simmons,The Ringer,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Mike Singer,Denver Post,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Butler, Jimmy (MIA)",2020
Anthony Slater,The Athletic,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Antetokounmpo, Giannis (MIL)",2020
Doug Smith,The Toronto Star,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Stephen Smith,ESPN,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)",2020
Steve Smith,Turner,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Green, Draymond (GSW)",2020
Seerat Sohi,The Ringer,"Adebayo, Bam (MIA)","Gobert, Rudy (UTA)","Green, Draymond (GSW)",2020
Daisuke Sugiura,Nihon Keizai Shimbun,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Mirjam Swanson,Southern California News Group,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Maria Taylor,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Holiday, Jrue (MIL)",2020
Justin Termine,Sirius Radio,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Brad Townsend,Dallas Morning News,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Christos Tsaltas,SDNA.gr,"Simmons, Ben (PHI)","Adebayo, Bam (MIA)","Gobert, Rudy (UTA)",2020
Olgun Uluc,ESPN Australia,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Joe Vardon,The Athletic,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Butler, Jimmy (MIA)",2020
Gary Washburn,Boston Globe,"Simmons, Ben (PHI)","Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)",2020
Michael Wilbon,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Capela, Clint (ATL)",2020
Brian Windhorst,ESPN,"Gobert, Rudy (UTA)","Green, Draymond (GSW)","Simmons, Ben (PHI)",2020
Matt Winer,Turner,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)",2020
Ryan Wolstat,The Toronto Sun,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Holiday, Jrue (MIL)",2020
Michael Wright,NBA.com,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Adebayo, Bam (MIA)",2020
Royce Young,ESPN,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
Jeff Zillgitt,USA Today,"Gobert, Rudy (UTA)","Simmons, Ben (PHI)","Green, Draymond (GSW)",2020
