Voter,Affiliation,1st,2nd,3rd,Year,Award
Jackie MacMullan,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Brian Mahoney,Associated Press,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2020,6th
Maxime Malet,L'Equipe,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Hill, George (MIL)",2020,6th
Chris Mannix,Sports Illustrated,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Diego Martinez,Reforma,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Jeff McDonald,San Antonio Express-News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Dave McMenamin,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Mark Medina,USA Today,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Yoko Miyaji,Sports Graphic Number,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Rachel Nichols,ESPN,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Kevin O'Connor,The Ringer,"Schroder, Dennis (OKC)","Wood, Christian (DET)","Harrell, Montrezl (LAC)",2020,6th
Candace Parker,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,6th
Dave Pasch,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Hill, George (MIL)",2020,6th
Kevin Pelton,ESPN,"Harrell, Montrezl (LAC)","Wood, Christian (DET)","Bertans, Davis (WAS)",2020,6th
Keith Pompey,Philadelphia Inquirer and Daily News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,6th
Shaun Powell,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Jason Quick,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,6th
Duane Rankin,Arizona Republic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Remi Reverchon,BeIN Sport (France),"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,6th
Tim Reynolds,Associated Press,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2020,6th
Josh Robbins,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Jalen Rose,ESPN,"Williams, Lou (LAC)","Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)",2020,6th
Simone Sandri,La Gazzetta Dello Sport,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Chris Sasaki,Rakuten,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
John Schuhmann,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,6th
Dennis Scott,Turner,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)",2020,6th
Ramona Shelburne,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Bill Simmons,The Ringer,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,6th
Sekou Smith,NBA.com,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Bertans, Davis (WAS)",2020,6th
Stephen Smith,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Steve Smith,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Doug Smith,The Toronto Star,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Seerat Sohi,Yahoo! Sports,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Wood, Christian (DET)",2020,6th
Casey Stern,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,6th
Mirjam Swanson,Southern California News Group,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2020,6th
Maria Taylor,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,6th
Justin Termine,Sirius Radio,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Brad Townsend,Dallas Morning News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2020,6th
Joe Vardon,The Athletic,"Williams, Lou (LAC)","Harrell, Montrezl (LAC)","Hill, George (MIL)",2020,6th
Matt Velazquez,Milwaukee Journal Sentinel,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2020,6th
Gary Washburn,Boston Globe,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Michael Wilbon,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2020,6th
Brian Windhorst,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2020,6th
Matt Winer,Turner,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2020,6th
Royce Young,ESPN,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2020,6th
Jeff Zillgitt,USA Today,"Harrell, Montrezl (LAC)","Hill, George (MIL)","Schroder, Dennis (OKC)",2020,6th
