Voter,Affiliation,1st,2nd,3rd,Year
Dei Lynam,Comcast SportsNet,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Diamond Leung,Bay Area News Group/Contra Costa Times,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014
Doris Burke,ESPN,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014
Doug Smith,The Toronto Star,"Butler, Jimmy -- CHI","Davis, Anthony -- NO","Thompson, Klay -- GS",2014
Eddie Johnson,Fox Sports Arizona,"Butler, Jimmy -- CHI","Cousins, DeMarcus -- SAC","Vucevic, Nikola -- ORL",2014
Eddie Sefko,Dallas Morning News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Kanter, Enes -- OKC",2014
Eric Hasseltine,92.9 FM ESPN/680 AM,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014
Eric Reid,Sun Sports,"Whiteside, Hassan -- MIA","Green, Draymond -- GS","Butler, Jimmy -- CHI",2014
Ernie Johnson,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Ethan Skolnick,Bleacher Report,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014
Fran Blinebury,NBA.com,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014
Frank Isola,Sirius Radio/New York Daily News,"Antetokounmpo, Giannis -- MIL","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014
Fred McLeod,Fox Sports Ohio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Motiejunas, Donatas -- HOU",2014
Gary Gerould,Comcast SportsNet-CA,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Gary Washburn,Boston Globe,"Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA","Motiejunas, Donatas -- HOU",2014
George Blaha,WMGC / Fox Sports Detroit,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Caldwell-Pope, Kentavious -- DET",2014
Glenn Consor,106.7 The Fan,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Schroder, Dennis -- ATL",2014
Grant Napear,Comcast SportsNet-CA,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Howard Beck,Bleacher Report,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Thompson, Klay -- GS",2014
Hubie Brown,ESPN,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014
Ira Winderman,South Florida Sun Sentinel,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Israel Guttierez,ESPN.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Thompson, Klay -- GS",2014
JA Adande,ESPN.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Antetokounmpo, Giannis -- MIL",2014
Jason Jones,Sacramento Bee,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014
Jeff McDonald,San Antonio Express-News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Jeff Turner,Fox Sports Florida,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Davis, Anthony -- NO",2014
Jeff Zillgitt,USA Today,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Jerry Zgoda,Minneapolis Star Tribune,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014
Jim Barnett,Comcast SportsNet Bay Area,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014
Jim Paschke,Fox Sports Wisconsin,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Jim Petersen,Fox Sports North,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014
Jody Genessy,Deseret News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Joe Cowley,Chicago Sun-Times,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Green, Draymond -- GS",2014
Joe Freeman,The Oregonian,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Joe Goodman,Miami Herald,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL",2014
Joel Meyers,Fox Sports New Orleans,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Gobert, Rudy -- UTA",2014
John Reid,New Orleans Times Picayune,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014
Jon Barry,ESPN Radio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Antetokounmpo, Giannis -- MIL",2014
Jonathan Feigen,Houston Chronicle,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
KC Johnson,Chicago Tribune,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Ken Berger,CBSSports.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014
Kevin Arnovitz,ESPN.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Favors, Derrick -- UTA",2014
Kevin Calabro,ESPN Radio,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Evans, Tyreke -- NO",2014
Kevin Ding,Bleacher Report,"Green, Draymond -- GS","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI",2014
Lang Whitaker,NBA.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014
Malik Rose,Comcast SportsNet,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Leonard, Kawhi -- SA",2014
Marc Spears,Yahoo! Sports,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Marc Stein,ESPN.com,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Mark Boyle,107.5/1070 The Fan,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Mark Followill,TXA-21/Fox Sports Net,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Green, Draymond -- GS",2014
Mark Medina,LA Daily News,"Butler, Jimmy -- CHI","Davis, Anthony -- NO","Green, Draymond -- GS",2014
Marv Albert,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Matt Devlin,SportsNet/TSN,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Matt Pinto,WWLS / 98.1,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Matt Winer,NBA TV,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Michael Smith,Prime Ticket,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014
Michael Wilbon,ESPN,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Mike Breen,ABC Sports,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Mike Crispino,MSG Network,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Irving, Kyrie -- CLE",2014
Mike Fratello,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Vucevic, Nikola -- ORL",2014
Mike Monroe,San Antonio Express-News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Mike Rice,Comcast SportsNet NW,"Gobert, Rudy -- UTA","Oladipo, Victor -- ORL","Green, Draymond -- GS",2014
Mike Tirico,ESPN,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Paul Coro,Arizona Republic,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Middleton, Khris -- MIL",2014
Paul Jones,TSN 1050/Sportsnet 590 The Fan,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Harris, Tobias -- ORL",2014
Pete Pranica,Fox Sports Tennessee,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Peter Botte,New York Daily News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014
Ramona Shelburne,ESPN.com,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014
Ric Bucher,Bleacher Report,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Thompson, Klay -- GS",2014
Rick Bonnell,Charlotte Observer,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Rod Boone,Newsday,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2014
Ron Boone,ROOT Sports,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014
Ron Tillery,Memphis Commercial Appeal,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gasol, Marc -- MEM",2014
Rusty Simmons,San Francisco Chronicle,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Sage Steele,ABC Sports,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Hayward, Gordon -- UTA",2014
Sam Amick,USA Today,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Motiejunas, Donatas -- HOU",2014
Sam Smith,Bulls.com,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014
Scott Hastings,Altitude Sports & Entertainment,"Thompson, Klay -- GS","Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL",2014
Scott Lauer,WFNZ-610AM,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014
Sean Deveney,The Sporting News,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Knight, Brandon -- PHO",2014
Sean Kelley,WWL 105.3 FM,"Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL","Whiteside, Hassan -- MIA",2014
Sherrod Blakely,Comcast SportsNet,"Green, Draymond -- GS","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI",2014
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2014
Steve Aschburner,NBA.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL","Gobert, Rudy -- UTA",2014
Steve Holman,Hawks Radio Network,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Schroder, Dennis -- ATL",2014
Ted Davis,WTMJ Radio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Antetokounmpo, Giannis -- MIL",2014
Tim Bontemps,New York Post,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Motiejunas, Donatas -- HOU",2014
Tim Capstraw,WFAN (660),"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014
Tom Heinsohn,Comcast SportsNet,"Zeller, Tyler -- BOS","Gobert, Rudy -- UTA","Middleton, Khris -- MIL",2014
Vince Ellis,Detroit Free Press,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Caldwell-Pope, Kentavious -- DET",2014
Zach Lowe,Grantland,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014
