Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Marc Zumoff,Comcast SportsNet,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Allen, Tony -- MEM","Kidd-Gilchrist, Michael -- CHA","Horford, Al -- ATL","Gasol, Marc -- MEM","Bradley, Avery -- BOS","Iguodala, Andre -- GS",2014
Mark Boyle,107.5/1070 The Fan,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","James, LeBron -- CLE","Ibaka, Serge -- OKC","Davis, Anthony -- NO","Thompson, Klay -- GS","Butler, Jimmy -- CHI",2014
Mark Followill,TXA-21/Fox Sports Net,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Allen, Tony -- MEM","Paul, Chris -- LAC","Davis, Anthony -- NO","Duncan, Tim -- SA","Jordan, DeAndre -- LAC","Wall, John -- WAS","Middleton, Khris -- MIL",2014
Mark Medina,LA Daily News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Davis, Anthony -- NO","Butler, Jimmy -- CHI","Bogut, Andrew -- GS","Wall, John -- WAS","Teague, Jeff -- ATL",2014
Marv Albert,TNT,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Davis, Anthony -- NO","Ariza, Trevor -- HOU","Bogut, Andrew -- GS","Allen, Tony -- MEM","Wall, John -- WAS",2014
Matt Winer,NBA TV,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Duncan, Tim -- SA","Davis, Anthony -- NO","Bogut, Andrew -- GS","Allen, Tony -- MEM","Wall, John -- WAS",2014
Michael Smith,Prime Ticket,"Green, Draymond -- GS","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Paul, Chris -- LAC","James, LeBron -- CLE","Allen, Tony -- MEM","Bogut, Andrew -- GS","Butler, Jimmy -- CHI","Bradley, Avery -- BOS",2014
Michael Wilbon,ESPN,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Pachulia, Zaza -- MIL","Millsap, Paul -- ATL","Bogut, Andrew -- GS","Westbrook, Russell -- OKC","Thompson, Klay -- GS",2014
Mike Breen,ABC Sports,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Davis, Anthony -- NO","Duncan, Tim -- SA","Gobert, Rudy -- UTA","Allen, Tony -- MEM","Beverley, Patrick -- HOU",2014
Mike Fratello,TNT,"Davis, Anthony -- NO","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Ariza, Trevor -- HOU","Green, Draymond -- GS","Bogut, Andrew -- GS","Allen, Tony -- MEM","Bradley, Avery -- BOS",2014
Mike Gorman,Comcast SportsNet,"Green, Draymond -- GS","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Allen, Tony -- MEM","Butler, Jimmy -- CHI","James, LeBron -- CLE","Bogut, Andrew -- GS","Iguodala, Andre -- GS","Smart, Marcus -- BOS",2014
Mike Monroe,San Antonio Express-News,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Allen, Tony -- MEM","James, LeBron -- CLE","Davis, Anthony -- NO","Noah, Joakim -- CHI","Butler, Jimmy -- CHI","Teague, Jeff -- ATL",2014
Mike Tirico,ESPN,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Wall, John -- WAS","Duncan, Tim -- SA","Davis, Anthony -- NO","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Paul, Chris -- LAC",2014
Neil Funk,Comcast SportsNet Chicago,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Thompson, Klay -- GS","James, LeBron -- CLE","Ibaka, Serge -- OKC","Davis, Anthony -- NO","Allen, Tony -- MEM","Paul, Chris -- LAC",2014
Paul Coro,Arizona Republic,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Butler, Jimmy -- CHI","Davis, Anthony -- NO","Allen, Tony -- MEM","Bogut, Andrew -- GS","Green, Danny -- SA","Wall, John -- WAS",2014
Paul Jones,TSN 1050/Sportsnet 590 The Fan,"Green, Draymond -- GS","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Paul, Chris -- LAC","Ibaka, Serge -- OKC","Duncan, Tim -- SA","Drummond, Andre -- DET","Wall, John -- WAS","Thompson, Klay -- GS",2014
Pete Pranica,Fox Sports Tennessee,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Kidd-Gilchrist, Michael -- CHA","Iguodala, Andre -- GS","Gasol, Marc -- MEM","Curry, Stephen -- GS","Ginobili, Manu -- SA",2014
Peter Botte,New York Daily News,"Green, Draymond -- GS","James, LeBron -- CLE","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Leonard, Kawhi -- SA","Duncan, Tim -- SA","Davis, Anthony -- NO","Gobert, Rudy -- UTA","Paul, Chris -- LAC","Wall, John -- WAS",2014
Ralph Lawler,Prime Ticket,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","James, LeBron -- CLE","Iguodala, Andre -- GS","Bogut, Andrew -- GS","Green, Danny -- SA","Wall, John -- WAS",2014
Ramona Shelburne,ESPN.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Davis, Anthony -- NO","Kidd-Gilchrist, Michael -- CHA","Bogut, Andrew -- GS","Butler, Jimmy -- CHI","Green, Danny -- SA",2014
Ric Bucher,Bleacher Report,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Butler, Jimmy -- CHI","Ariza, Trevor -- HOU","Davis, Anthony -- NO","Duncan, Tim -- SA","Thompson, Klay -- GS","Wall, John -- WAS",2014
Rick Bonnell,Charlotte Observer,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Gasol, Marc -- MEM","Butler, Jimmy -- CHI","Allen, Tony -- MEM","James, LeBron -- CLE","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Thompson, Klay -- GS","Paul, Chris -- LAC",2014
Ron Boone,ROOT Sports,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Allen, Tony -- MEM","Butler, Jimmy -- CHI","Davis, Anthony -- NO","Duncan, Tim -- SA","Gobert, Rudy -- UTA","Middleton, Khris -- MIL","Wall, John -- WAS",2014
Ron Tillery,Memphis Commercial Appeal,"James, LeBron -- CLE","Duncan, Tim -- SA","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Curry, Stephen -- GS","Ibaka, Serge -- OKC","Noah, Joakim -- CHI","Gasol, Marc -- MEM","Iguodala, Andre -- GS","Paul, Chris -- LAC",2014
Sage Steele,ABC Sports,"Green, Draymond -- GS","Duncan, Tim -- SA","Bogut, Andrew -- GS","Allen, Tony -- MEM","Leonard, Kawhi -- SA","Davis, Anthony -- NO","Ariza, Trevor -- HOU","Jordan, DeAndre -- LAC","Wall, John -- WAS","Butler, Jimmy -- CHI",2014
Sam Amick,USA Today,"Davis, Anthony -- NO","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Allen, Tony -- MEM","Ariza, Trevor -- HOU","Duncan, Tim -- SA","Bogut, Andrew -- GS","Wall, John -- WAS","Antetokounmpo, Giannis -- MIL",2014
Sam Smith,Bulls.com,"Green, Draymond -- GS","Davis, Anthony -- NO","Duncan, Tim -- SA","Allen, Tony -- MEM","Leonard, Kawhi -- SA","James, LeBron -- CLE","Millsap, Paul -- ATL","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Bradley, Avery -- BOS",2014
Scott Hastings,Altitude Sports & Entertainment,"Green, Draymond -- GS","James, LeBron -- CLE","Jordan, DeAndre -- LAC","Paul, Chris -- LAC","Westbrook, Russell -- OKC","Leonard, Kawhi -- SA","Millsap, Paul -- ATL","Davis, Anthony -- NO","Allen, Tony -- MEM","Wall, John -- WAS",2014
Scott Lauer,WFNZ-610AM,"Kidd-Gilchrist, Michael -- CHA","Leonard, Kawhi -- SA","Gobert, Rudy -- UTA","Allen, Tony -- MEM","Thompson, Klay -- GS","Antetokounmpo, Giannis -- MIL","Butler, Jimmy -- CHI","Jordan, DeAndre -- LAC","Bradley, Avery -- BOS","Oladipo, Victor -- ORL",2014
Sean Deveney,The Sporting News,"Green, Draymond -- GS","Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Allen, Tony -- MEM","Paul, Chris -- LAC","Kidd-Gilchrist, Michael -- CHA","Middleton, Khris -- MIL","Jordan, DeAndre -- LAC","Thompson, Klay -- GS","Green, Danny -- SA",2014
Sean Grande,WEEI Radio,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bogut, Andrew -- GS","Butler, Jimmy -- CHI","Allen, Tony -- MEM","Davis, Anthony -- NO","Millsap, Paul -- ATL","Gobert, Rudy -- UTA","Green, Danny -- SA","Wall, John -- WAS",2014
Sean Kelley,WWL 105.3 FM,"Davis, Anthony -- NO","Leonard, Kawhi -- SA","Jordan, DeAndre -- LAC","Westbrook, Russell -- OKC","Paul, Chris -- LAC","Green, Draymond -- GS","Allen, Tony -- MEM","Gasol, Pau -- CHI","Butler, Jimmy -- CHI","Teague, Jeff -- ATL",2014
Steve Aschburner,NBA.com,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Butler, Jimmy -- CHI","James, LeBron -- CLE","Duncan, Tim -- SA","Gobert, Rudy -- UTA","Thompson, Klay -- GS","Paul, Chris -- LAC",2014
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Davis, Anthony -- NO","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Butler, Jimmy -- CHI","Westbrook, Russell -- OKC","Duncan, Tim -- SA","Leonard, Kawhi -- SA","Gasol, Marc -- MEM","Paul, Chris -- LAC","Wall, John -- WAS",2014
Steve Holman,Hawks Radio Network,"Davis, Anthony -- NO","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Leonard, Kawhi -- SA","Millsap, Paul -- ATL","James, LeBron -- CLE","Duncan, Tim -- SA","Carroll, DeMarre -- ATL","Butler, Jimmy -- CHI",2014
Steve Martin,Fox Sports Carolinas/SportSouth,"Leonard, Kawhi -- SA","Carroll, DeMarre -- ATL","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Green, Draymond -- GS","Griffin, Blake -- LAC","Duncan, Tim -- SA","Gobert, Rudy -- UTA","Wall, John -- WAS","Kidd-Gilchrist, Michael -- CHA",2014
Steve Popper,The Record,"Green, Draymond -- GS","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Leonard, Kawhi -- SA","Allen, Tony -- MEM","Duncan, Tim -- SA","James, LeBron -- CLE","Bogut, Andrew -- GS","Paul, Chris -- LAC","Butler, Jimmy -- CHI",2014
Ted Davis,WTMJ Radio,"Leonard, Kawhi -- SA","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Paul, Chris -- LAC","Gasol, Pau -- CHI","Noah, Joakim -- CHI","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Curry, Stephen -- GS",2014
Tim Capstraw,WFAN (660),"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bogut, Andrew -- GS","Paul, Chris -- LAC","Allen, Tony -- MEM","Kidd-Gilchrist, Michael -- CHA","Carroll, DeMarre -- ATL","Gobert, Rudy -- UTA","Wall, John -- WAS","Bradley, Avery -- BOS",2014
Tom Heinsohn,Comcast SportsNet,"Green, Draymond -- GS","Davis, Anthony -- NO","Jordan, DeAndre -- LAC","Allen, Tony -- MEM","Bradley, Avery -- BOS","James, LeBron -- CLE","Leonard, Kawhi -- SA","Bogut, Andrew -- GS","Smart, Marcus -- BOS","Westbrook, Russell -- OKC",2014
Tony Fiorentino,Sun Sports,"Davis, Anthony -- NO","Leonard, Kawhi -- SA","Whiteside, Hassan -- MIA","Allen, Tony -- MEM","Wall, John -- WAS","Ibaka, Serge -- OKC","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Beverley, Patrick -- HOU","Paul, Chris -- LAC",2014
Vince Ellis,Detroit Free Press,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Jordan, DeAndre -- LAC","Thompson, Klay -- GS","Allen, Tony -- MEM","Kidd-Gilchrist, Michael -- CHA","Noel, Nerlens -- PHI","Bogut, Andrew -- GS","Green, Danny -- SA","Paul, Chris -- LAC",2014
Zach Lowe,Grantland,"Leonard, Kawhi -- SA","Green, Draymond -- GS","Bogut, Andrew -- GS","Paul, Chris -- LAC","Butler, Jimmy -- CHI","Allen, Tony -- MEM","Davis, Anthony -- NO","Gobert, Rudy -- UTA","Green, Danny -- SA","Wall, John -- WAS",2014
