Voter,Affiliation,1st,2nd,3rd,Year
Grant Napear,Comcast SportsNet-CA,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Howard Beck,Bleacher Report,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Leonard, Kawhi -- SA",2015
Hubie Brown,ESPN,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Crowder, Jae -- BOS",2015
Ira Winderman,South Florida Sun Sentinel,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Drummond, Andre -- DET",2015
Israel Guttierez,ESPN.com,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Fournier, Evan -- ORL",2015
JA Adande,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015
Jack Armstrong,SportsNet/TSN,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Fournier, Evan -- ORL",2015
Jason Jones,Sacramento Bee,"McCollum, CJ -- POR","Barton, Will -- DEN","Jackson, Reggie -- DET",2015
Jason Kosmicki,Altitude Radio Network,"Harris, Gary -- DEN","Barton, Will -- DEN","McCollum, CJ -- POR",2015
Jason Lieser,Palm Beach Post,"Whiteside, Hassan -- MIA","McCollum, CJ -- POR","Curry, Stephen -- GS",2015
Jason Lloyd,Akron Beacon Journal,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Green, Draymond -- GS",2015
Jason Quick,Comcast SportsNet NW,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Barton, Will -- DEN",2015
Jeff McDonald,San Antonio Express-News,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Crowder, Jae -- BOS",2015
Jeff Zillgitt,USA Today,"McCollum, CJ -- POR","Curry, Stephen -- GS","Walker, Kemba -- CHA",2015
Jerry Zgoda,Minneapolis Star Tribune,"Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015
Jim Barnett,Comcast SportsNet Bay Area,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Curry, Stephen -- GS",2015
Jim Paschke,Fox Sports Wisconsin,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Jim Petersen,Fox Sports North,"Curry, Stephen -- GS","McCollum, CJ -- POR","Leonard, Kawhi -- SA",2015
Jim Spanarkel,YES Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Curry, Stephen -- GS",2015
Jody Genessy,Deseret News,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Jackson, Reggie -- DET",2015
Joe Freeman,The Oregonian,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Walker, Kemba -- CHA",2015
Joel Meyers,Fox Sports New Orleans,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Thomas, Isaiah -- BOS",2015
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015
John Krawczynski,Associated Press,"Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015
John Michael,Cavaliers Radio,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Drummond, Andre -- DET",2015
Jon Barry,ESPN Radio,"McCollum, CJ -- POR","Hood, Rodney -- UTA","Walker, Kemba -- CHA",2015
Jonathan Feigen,Houston Chronicle,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Keith Pompey,Philadelphia Inquirer,"Thomas, Isaiah -- BOS","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015
Ken Berger,CBSSports.com,"McCollum, CJ -- POR","Green, Draymond -- GS","Curry, Stephen -- GS",2015
Kevin Arnovitz,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Kevin Calabro,ESPN Radio,"Walker, Kemba -- CHA","Leonard, Kawhi -- SA","McCollum, CJ -- POR",2015
Lang Whitaker,NBA.com,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA",2015
Marc Berman,New York Post,"McCollum, CJ -- POR","Barton, Will -- DEN","Crowder, Jae -- BOS",2015
Marc Spears,The Undefeated,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015
Marc Stein,ESPN.com,"McCollum, CJ -- POR","Green, Draymond -- GS","Curry, Stephen -- GS",2015
Marc Zumoff,Sixers TV,"Antetokounmpo, Giannis -- MIL","Green, Draymond -- GS","McCollum, CJ -- POR",2015
Mark Boyle,107.5/1070 The Fan,"McCollum, CJ -- POR","Barton, Will -- DEN","Thomas, Isaiah -- BOS",2015
Mark Followill,TXA-21/Fox Sports Net,"McCollum, CJ -- POR","Bazemore, Kent -- ATL","Crowder, Jae -- BOS",2015
Mark Medina,LA Daily News,"McCollum, CJ -- POR","Barton, Will -- DEN","Walker, Kemba -- CHA",2015
Marv Albert,TNT,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015
Matt Bullard,Root Sports Southwest,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015
Matt Winer,NBA TV,"McCollum, CJ -- POR","Curry, Stephen -- GS","Leonard, Kawhi -- SA",2015
Michael Cage,Fox Sports Oklahoma,"McCollum, CJ -- POR","Thomas, Isaiah -- BOS","Antetokounmpo, Giannis -- MIL",2015
Michael Smith,Prime Ticket,"Curry, Stephen -- GS","McCollum, CJ -- POR","Drummond, Andre -- DET",2015
Michael Wilbon,ESPN,"McCollum, CJ -- POR","Barton, Will -- DEN","Antetokounmpo, Giannis -- MIL",2015
Mike Breen,ABC Sports,"McCollum, CJ -- POR","Barton, Will -- DEN","Antetokounmpo, Giannis -- MIL",2015
Mike Fratello,TNT,"Thomas, Isaiah -- BOS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015
Mike Gorman,Comcast SportsNet New England,"Crowder, Jae -- BOS","McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL",2015
Mike Monroe,The Rivard Report,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Leonard, Kawhi -- SA",2015
Mike Rice,Comcast SportsNet NW,"McCollum, CJ -- POR","Barton, Will -- DEN","Green, Draymond -- GS",2015
Mike Tirico,ESPN,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA",2015
Neil Funk,Comcast SportsNet Chicago,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Fournier, Evan -- ORL",2015
Paul Coro,The Arizona Republic,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Green, Draymond -- GS",2015
Pete Pranica,Fox Sports Southeast,"Antetokounmpo, Giannis -- MIL","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015
Phil Chenier,Comcast SportsNet Mid-Atlantic,"McCollum, CJ -- POR","Green, Draymond -- GS","Thomas, Isaiah -- BOS",2015
Ralph Lawler,Prime Ticket,"McCollum, CJ -- POR","Curry, Stephen -- GS","Barton, Will -- DEN",2015
Ramona Shelburne,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Ric Bucher,Bleacher Report,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Lowry, Kyle -- TOR",2015
Rick Bonnell,Charlotte Observer,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Rod Beard,Detroit News,"Drummond, Andre -- DET","Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR",2015
Ron Boone,ROOT Sports,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Barton, Will -- DEN",2015
Ron Tillery,Memphis Commercial Appeal,"McCollum, CJ -- POR","Curry, Stephen -- GS","Walker, Kemba -- CHA",2015
Royce Young,ESPN.com,"Curry, Stephen -- GS","McCollum, CJ -- POR","LaVine, Zach -- MIN",2015
Sage Steele,ABC Sports,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Whiteside, Hassan -- MIA",2015
Sam Amick,USA Today,"McCollum, CJ -- POR","Curry, Stephen -- GS","Leonard, Kawhi -- SA",2015
Sam Smith,Bulls.com,"Thomas, Isaiah -- BOS","McCollum, CJ -- POR","Walker, Kemba -- CHA",2015
Scott Hastings,Altitude Sports & Entertainment,"McCollum, CJ -- POR","Barton, Will -- DEN","Harris, Gary -- DEN",2015
Sean Deveney,The Sporting News,"McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL","Crowder, Jae -- BOS",2015
Sean Kelley,WRNO 99.5 FM,"McCollum, CJ -- POR","Green, Draymond -- GS","Walker, Kemba -- CHA",2015
Stacey King,Comcast SportsNet Chicago,"McCollum, CJ -- POR","Barton, Will -- DEN","Fournier, Evan -- ORL",2015
Stephanie Ready,Fox Sports Carolinas/SportSouth,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Bazemore, Kent -- ATL",2015
Steve Aschburner,NBA.com,"Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL","McCollum, CJ -- POR",2015
Steve Holman,Hawks Radio Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Antetokounmpo, Giannis -- MIL",2015
Steve Martin,Fox Sports Carolinas/SportSouth,"Walker, Kemba -- CHA","McCollum, CJ -- POR","Antetokounmpo, Giannis -- MIL",2015
Ted Davis,WTMJ Radio,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015
Tim Capstraw,WFAN (660),"McCollum, CJ -- POR","Walker, Kemba -- CHA","Crowder, Jae -- BOS",2015
Tim Kempton,KTAR Radio,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Barton, Will -- DEN",2015
Tim Reynolds,Associated Press,"Curry, Stephen -- GS","Walker, Kemba -- CHA","McCollum, CJ -- POR",2015
Tim Roye,KNBR Radio,"McCollum, CJ -- POR","Curry, Stephen -- GS","Antetokounmpo, Giannis -- MIL",2015
Tom McGinnis,Sixers Radio,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Antetokounmpo, Giannis -- MIL",2015
Tony Fiorentino,Fox Sports Sun,"McCollum, CJ -- POR","Whiteside, Hassan -- MIA","Thomas, Isaiah -- BOS",2015
Vince Ellis,Detroit Free Press,"McCollum, CJ -- POR","Crowder, Jae -- BOS","Antetokounmpo, Giannis -- MIL",2015
Walt Frazier,MSG Network,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Barton, Will -- DEN",2015
Zach Lowe,ESPN.com,"McCollum, CJ -- POR","Walker, Kemba -- CHA","Mahinmi, Ian -- IND",2015
