Voter,Affiliation,1st,2nd,3rd,Year,Award
Fred Katz,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Atkinson, Kenny (Brooklyn Nets)",2018,COY
Marc Kestecher,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Nira Khurana,Perform,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Kennegh Lau,BesTV,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Kristen Ledlow,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Brian Lewis,New York Post,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Massimo Pegna,La Gazzetta dello Sport,"Budenholzer, Mike (Milwaukee Bucks)","Atkinson, Kenny (Brooklyn Nets)","Malone, Mike (Denver Nuggets)",2018,COY
Zach Lowe,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Tim MacMahon,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Jackie MacMullan,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Brian Mahoney,Associated Press,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Atkinson, Kenny (Brooklyn Nets)",2018,COY
Rob Mahoney,Sports Illustrated,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Maxime Malet,L'Equipe,"Atkinson, Kenny (Brooklyn Nets)","Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)",2018,COY
Chris Mannix,Sports Illustrated,"Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)",2018,COY
Diego Martinez,Reforma,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","McMillan, Nate (Indiana Pacers)",2018,COY
Jeff McDonald,San Antonio Express‐News,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2018,COY
Dave McMenamin,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2018,COY
Reggie Miller,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Rachel Nichols,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Popovich, Gregg (San Antonio Spurs)",2018,COY
Kevin O'Connor,The Ringer,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Bill Oram,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Dave Pasch,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Kevin Pelton,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)","Atkinson, Kenny (Brooklyn Nets)",2018,COY
Keith Pompey,Philadelphia Inqurier and Daily News,"Budenholzer, Mike (Milwaukee Bucks)","Atkinson, Kenny (Brooklyn Nets)","Malone, Mike (Denver Nuggets)",2018,COY
Duane Rankin,Arizona Republic,"Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)","Malone, Mike (Denver Nuggets)",2018,COY
Tim Reynolds,Associated Press,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Clifford, Steve (Orlando Magic)",2018,COY
Josh Robbins,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)","Rivers, Doc (LA Clippers)",2018,COY
Jalen Rose,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Nurse, Nick (Toronto Raptors)",2018,COY
John Schuhmann,NBA.com,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Guillermo Schutz,Televisa,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Dennis Scott,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Andrew Sharp,Sports Illustrated,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Ramona Shelburne,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Atkinson, Kenny (Brooklyn Nets)",2018,COY
Bill Simmons,The Ringer,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Mike Singer,Denver Post,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","McMillan, Nate (Indiana Pacers)",2018,COY
Anthony Slater,The Athletic,"Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)","Rivers, Doc (LA Clippers)",2018,COY
Doug Smith,Toronto Star,"Malone, Mike (Denver Nuggets)","Atkinson, Kenny (Brooklyn Nets)","Budenholzer, Mike (Milwaukee Bucks)",2018,COY
Sekou Smith,NBA.com,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Steve Smith,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Casey Stern,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Mirjam Swanson,Southern California News Group,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Justin Termine,Sirius Radio,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Flavio Tranquillo,Sky Italia,"Budenholzer, Mike (Milwaukee Bucks)","Atkinson, Kenny (Brooklyn Nets)","Snyder, Quin (Utah Jazz)",2018,COY
Olgun Uluc,Fox Sports Australia,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Atkinson, Kenny (Brooklyn Nets)",2018,COY
Joe Vardon,The Athletic,"Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)",2018,COY
Matt Velazquez,Milwaukee Journal Sentinel,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Malone, Mike (Denver Nuggets)",2018,COY
Andre Voigt,DAZN,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","McMillan, Nate (Indiana Pacers)",2018,COY
Richard Walker,Gaston Gazette,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","McMillan, Nate (Indiana Pacers)",2018,COY
Gary Washburn,Boston Globe,"Atkinson, Kenny (Brooklyn Nets)","Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)",2018,COY
Michael Wilbon,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)",2018,COY
Brian Windhorst,ESPN,"Budenholzer, Mike (Milwaukee Bucks)","Clifford, Steve (Orlando Magic)","Malone, Mike (Denver Nuggets)",2018,COY
Matt Winer,Turner Sports,"Budenholzer, Mike (Milwaukee Bucks)","Rivers, Doc (LA Clippers)","Clifford, Steve (Orlando Magic)",2018,COY
Ryan Wolstat,Toronto Sun,"Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)","McMillan, Nate (Indiana Pacers)",2018,COY
Eric Woodyard,Deseret News,"Malone, Mike (Denver Nuggets)","Budenholzer, Mike (Milwaukee Bucks)","Snyder, Quin (Utah Jazz)",2018,COY
Royce Young,ESPN,"Rivers, Doc (LA Clippers)","Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)",2018,COY
Weiping Zhang,CCTV,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","Rivers, Doc (LA Clippers)",2018,COY
Jeff Zillgitt,USA Today,"Budenholzer, Mike (Milwaukee Bucks)","Malone, Mike (Denver Nuggets)","McMillan, Nate (Indiana Pacers)",2018,COY
