Voter,Affiliation,1st,2nd,3rd,Year,Award
Chris Broussard,ESPN The Magazine,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Antetokounmpo, Giannis -- MIL",2014,MIP
Chris Dempsey,Denver Post,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Antetokounmpo, Giannis -- MIL",2014,MIP
Chris Denari,Fox Sports Indiana,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Chris Haynes,Northeast Ohio Media Group/Cleveland.com,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Covington, Robert -- PHI",2014,MIP
Chris Mannix,Sports Illustrated,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Chris Marlowe,Altitude Sports & Entertainment,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Chris Sheridan,Sheridanhoops.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Thompson, Klay -- GS",2014,MIP
Chuck Cooperstein,ESPN 103.3,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Craig Ackerman,Sportstalk 790 AM,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014,MIP
Dan Woike,Orange County Register,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Whiteside, Hassan -- MIA",2014,MIP
Dave Johnson,106.7 The Fan,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Schroder, Dennis -- ATL",2014,MIP
Dave McMenamin,ESPN.com,"Gobert, Rudy -- UTA","Green, Draymond -- GS","Butler, Jimmy -- CHI",2014,MIP
David Aldridge,TNT,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Hill, George -- IND",2014,MIP
David Mayo,Mlive Media Group,"Green, Draymond -- GS","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014,MIP
David Steele,Fox Sports Florida,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Dei Lynam,Comcast SportsNet,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Diamond Leung,Bay Area News Group/Contra Costa Times,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014,MIP
Doris Burke,ESPN,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014,MIP
Doug Smith,The Toronto Star,"Butler, Jimmy -- CHI","Davis, Anthony -- NO","Thompson, Klay -- GS",2014,MIP
Eddie Johnson,Fox Sports Arizona,"Butler, Jimmy -- CHI","Cousins, DeMarcus -- SAC","Vucevic, Nikola -- ORL",2014,MIP
Eddie Sefko,Dallas Morning News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Kanter, Enes -- OKC",2014,MIP
Eric Hasseltine,92.9 FM ESPN/680 AM,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014,MIP
Eric Reid,Sun Sports,"Whiteside, Hassan -- MIA","Green, Draymond -- GS","Butler, Jimmy -- CHI",2014,MIP
Ernie Johnson,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Ethan Skolnick,Bleacher Report,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014,MIP
Fran Blinebury,NBA.com,"Green, Draymond -- GS","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014,MIP
Frank Isola,Sirius Radio/New York Daily News,"Antetokounmpo, Giannis -- MIL","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014,MIP
Fred McLeod,Fox Sports Ohio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Motiejunas, Donatas -- HOU",2014,MIP
Gary Gerould,Comcast SportsNet-CA,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Gary Washburn,Boston Globe,"Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA","Motiejunas, Donatas -- HOU",2014,MIP
George Blaha,WMGC / Fox Sports Detroit,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Caldwell-Pope, Kentavious -- DET",2014,MIP
Glenn Consor,106.7 The Fan,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Schroder, Dennis -- ATL",2014,MIP
Grant Napear,Comcast SportsNet-CA,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Howard Beck,Bleacher Report,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Thompson, Klay -- GS",2014,MIP
Hubie Brown,ESPN,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014,MIP
Ira Winderman,South Florida Sun Sentinel,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Israel Guttierez,ESPN.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Thompson, Klay -- GS",2014,MIP
JA Adande,ESPN.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Antetokounmpo, Giannis -- MIL",2014,MIP
Jason Jones,Sacramento Bee,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014,MIP
Jeff McDonald,San Antonio Express-News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Jeff Turner,Fox Sports Florida,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Davis, Anthony -- NO",2014,MIP
Jeff Zillgitt,USA Today,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Jerry Zgoda,Minneapolis Star Tribune,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Gobert, Rudy -- UTA",2014,MIP
Jim Barnett,Comcast SportsNet Bay Area,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014,MIP
Jim Paschke,Fox Sports Wisconsin,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Jim Petersen,Fox Sports North,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014,MIP
Jody Genessy,Deseret News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Joe Cowley,Chicago Sun-Times,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Green, Draymond -- GS",2014,MIP
Joe Freeman,The Oregonian,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Joe Goodman,Miami Herald,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL",2014,MIP
Joel Meyers,Fox Sports New Orleans,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
John Denton,OrlandoMagic.com,"Green, Draymond -- GS","Jordan, DeAndre -- LAC","Gobert, Rudy -- UTA",2014,MIP
John Reid,New Orleans Times Picayune,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014,MIP
Jon Barry,ESPN Radio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Antetokounmpo, Giannis -- MIL",2014,MIP
Jonathan Feigen,Houston Chronicle,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
KC Johnson,Chicago Tribune,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Ken Berger,CBSSports.com,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Gobert, Rudy -- UTA",2014,MIP
Kevin Arnovitz,ESPN.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Favors, Derrick -- UTA",2014,MIP
Kevin Calabro,ESPN Radio,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Evans, Tyreke -- NO",2014,MIP
Kevin Ding,Bleacher Report,"Green, Draymond -- GS","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI",2014,MIP
Lang Whitaker,NBA.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014,MIP
Malik Rose,Comcast SportsNet,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Leonard, Kawhi -- SA",2014,MIP
Marc Spears,Yahoo! Sports,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Marc Stein,ESPN.com,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Mark Boyle,107.5/1070 The Fan,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Mark Followill,TXA-21/Fox Sports Net,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Green, Draymond -- GS",2014,MIP
Mark Medina,LA Daily News,"Butler, Jimmy -- CHI","Davis, Anthony -- NO","Green, Draymond -- GS",2014,MIP
Marv Albert,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Matt Devlin,SportsNet/TSN,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Matt Pinto,WWLS / 98.1,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Matt Winer,NBA TV,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Michael Smith,Prime Ticket,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014,MIP
Michael Wilbon,ESPN,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Mike Breen,ABC Sports,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Mike Crispino,MSG Network,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Irving, Kyrie -- CLE",2014,MIP
Mike Fratello,TNT,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Vucevic, Nikola -- ORL",2014,MIP
Mike Monroe,San Antonio Express-News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Mike Rice,Comcast SportsNet NW,"Gobert, Rudy -- UTA","Oladipo, Victor -- ORL","Green, Draymond -- GS",2014,MIP
Mike Tirico,ESPN,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Paul Coro,Arizona Republic,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Middleton, Khris -- MIL",2014,MIP
Paul Jones,TSN 1050/Sportsnet 590 The Fan,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Harris, Tobias -- ORL",2014,MIP
Pete Pranica,Fox Sports Tennessee,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Peter Botte,New York Daily News,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Whiteside, Hassan -- MIA",2014,MIP
Ramona Shelburne,ESPN.com,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA",2014,MIP
Ric Bucher,Bleacher Report,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Thompson, Klay -- GS",2014,MIP
Rick Bonnell,Charlotte Observer,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Rod Boone,Newsday,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2014,MIP
Ron Boone,ROOT Sports,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014,MIP
Ron Tillery,Memphis Commercial Appeal,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gasol, Marc -- MEM",2014,MIP
Rusty Simmons,San Francisco Chronicle,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Sage Steele,ABC Sports,"Davis, Anthony -- NO","Butler, Jimmy -- CHI","Hayward, Gordon -- UTA",2014,MIP
Sam Amick,USA Today,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Motiejunas, Donatas -- HOU",2014,MIP
Sam Smith,Bulls.com,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Whiteside, Hassan -- MIA",2014,MIP
Scott Hastings,Altitude Sports & Entertainment,"Thompson, Klay -- GS","Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL",2014,MIP
Scott Lauer,WFNZ-610AM,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Gobert, Rudy -- UTA",2014,MIP
Sean Deveney,The Sporting News,"Whiteside, Hassan -- MIA","Butler, Jimmy -- CHI","Knight, Brandon -- PHO",2014,MIP
Sean Kelley,WWL 105.3 FM,"Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL","Whiteside, Hassan -- MIA",2014,MIP
Sherrod Blakely,Comcast SportsNet,"Green, Draymond -- GS","Gobert, Rudy -- UTA","Butler, Jimmy -- CHI",2014,MIP
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Butler, Jimmy -- CHI","Whiteside, Hassan -- MIA","Green, Draymond -- GS",2014,MIP
Steve Aschburner,NBA.com,"Butler, Jimmy -- CHI","Gobert, Rudy -- UTA","Green, Draymond -- GS",2014,MIP
Steve Buckhantz,Comcast SportsNet Mid-Atlantic,"Butler, Jimmy -- CHI","Antetokounmpo, Giannis -- MIL","Gobert, Rudy -- UTA",2014,MIP
Steve Holman,Hawks Radio Network,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Schroder, Dennis -- ATL",2014,MIP
Ted Davis,WTMJ Radio,"Butler, Jimmy -- CHI","Green, Draymond -- GS","Antetokounmpo, Giannis -- MIL",2014,MIP
Tim Bontemps,New York Post,"Butler, Jimmy -- CHI","Thompson, Klay -- GS","Motiejunas, Donatas -- HOU",2014,MIP
Tim Capstraw,WFAN (660),"Butler, Jimmy -- CHI","Green, Draymond -- GS","Gobert, Rudy -- UTA",2014,MIP
Tom Heinsohn,Comcast SportsNet,"Zeller, Tyler -- BOS","Gobert, Rudy -- UTA","Middleton, Khris -- MIL",2014,MIP
Vince Ellis,Detroit Free Press,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Caldwell-Pope, Kentavious -- DET",2014,MIP
Zach Lowe,Grantland,"Gobert, Rudy -- UTA","Butler, Jimmy -- CHI","Thompson, Klay -- GS",2014,MIP
