Voter,Affiliation,1st,2nd,3rd,Year
Ethan Skolnick,Bleacher Report,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2014
Fran Blinebury,NBA.com,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Frank Isola,Sirius Radio/New York Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Fred McLeod,Fox Sports Ohio,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Gary Gerould,Comcast SportsNet-CA,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Gary Washburn,Boston Globe,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
George Blaha,WMGC / Fox Sports Detroit,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Glenn Consor,106.7 The Fan,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Grant Napear,Comcast SportsNet-CA,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Howard Beck,Bleacher Report,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Hubie Brown,ESPN,"Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN",2014
Israel Guttierez,ESPN.com,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2014
JA Adande,ESPN.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Jason Jackson,Sun Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Jason Jones,Sacramento Bee,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Noel, Nerlens -- PHI",2014
Jason Kosmicki,Altitude Radio Network,"Wiggins, Andrew -- MIN","Nurkic, Jusuf -- DEN","Mirotic, Nikola -- CHI",2014
Jason Lloyd,Akron Beacon Journal,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jeff McDonald,San Antonio Express-News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jeff Turner,Fox Sports Florida,"Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN",2014
Jeff Zillgitt,USA Today,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jerry Zgoda,Minneapolis Star Tribune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jim Paschke,Fox Sports Wisconsin,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2014
Jim Petersen,Fox Sports North,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jody Genessy,Deseret News,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Joe Cowley,Chicago Sun-Times,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Joe Freeman,The Oregonian,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Joe Goodman,Miami Herald,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Joel Meyers,Fox Sports New Orleans,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
John Reid,New Orleans Times Picayune,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Jon Barry,ESPN Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Jonathan Feigen,Houston Chronicle,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Keith Pompey,Philadelphia Inquirer,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2014
Ken Berger,CBSSports.com,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Kevin Arnovitz,ESPN.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2014
Kevin Calabro,ESPN Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Kevin Ding,Bleacher Report,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Lang Whitaker,NBA.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Marc Berman,New York Post,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Marc Spears,Yahoo! Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Marc Stein,ESPN.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2014
Marc Zumoff,Comcast SportsNet,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Mark Boyle,107.5/1070 The Fan,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Mark Followill,TXA-21/Fox Sports Net,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Mark Medina,LA Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Marv Albert,TNT,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Matt Pinto,WWLS / 98.1,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Matt Winer,NBA TV,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Michael Smith,Prime Ticket,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Michael Wilbon,ESPN,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Mike Breen,ABC Sports,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2014
Mike Fratello,TNT,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2014
Mike Gorman,Comcast SportsNet,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Smart, Marcus -- BOS",2014
Mike Inglis,WAXY Radio,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2014
Mike Monroe,San Antonio Express-News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Mike Rice,Comcast SportsNet NW,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Clarkson, Jordan -- LAL",2014
Mike Tirico,ESPN,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2014
Molly Sullivan,Comcast SportsNet,"Noel, Nerlens -- PHI","Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI",2014
Paul Coro,Arizona Republic,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Pete Pranica,Fox Sports Tennessee,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Phil Chenier,Comcast SportsNet Mid-Atlantic,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Ramona Shelburne,ESPN.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Ric Bucher,Bleacher Report,"Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL","Mirotic, Nikola -- CHI",2014
Rick Bonnell,Charlotte Observer,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Ron Boone,ROOT Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Ron Tillery,Memphis Commercial Appeal,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Rusty Simmons,San Francisco Chronicle,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Sage Steele,ABC Sports,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Sam Amick,USA Today,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Sam Smith,Bulls.com,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Payton, Elfrid -- ORL",2014
Scott Hastings,Altitude Sports & Entertainment,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Clarkson, Jordan -- LAL",2014
Sean Deveney,The Sporting News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Sean Kelley,WWL 105.3 FM,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Sherman Hamilton,NBA TV Canada,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Sherrod Blakely,Comcast SportsNet,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Stefan Bondy,New York Daily News,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Stephanie Ready,Fox Sports Carolinas/SportSouth,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Steve Albert,Fox Sports Arizona,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Smart, Marcus -- BOS",2014
Steve Aschburner,NBA.com,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Steve Holman,Hawks Radio Network,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Payton, Elfrid -- ORL",2014
Steve Popper,The Record,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2014
Ted Davis,WTMJ Radio,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
Tim Kempton,KTAR Radio,"Mirotic, Nikola -- CHI","Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI",2014
Vince Ellis,Detroit Free Press,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Mirotic, Nikola -- CHI",2014
Walt Frazier,MSG Network,"Wiggins, Andrew -- MIN","Noel, Nerlens -- PHI","Payton, Elfrid -- ORL",2014
Zach Lowe,Grantland,"Wiggins, Andrew -- MIN","Mirotic, Nikola -- CHI","Noel, Nerlens -- PHI",2014
