Voter,Affiliation,1st,2nd,3rd,Year,Award
Steve Smith,Turner,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Seerat Sohi,The Ringer,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Harris Stavrou,Sport24,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Clarkson, Jordan (UTA)",2022,6th
Daisuke Sugiura,Nihon Keizai Shimbun,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Justin Termine,Sirius Radio,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Christos Tsaltas,SDNA.gr,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Quickley, Immanuel (NYK)",2022,6th
Joe Vardon,The Athletic,"Herro, Tyler (MIA)","Clarkson, Jordan (UTA)","Oubre Jr., Kelly (CHA)",2022,6th
Eric Walden,Salt Lake Tribune,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Gary Washburn,Boston Globe,"Herro, Tyler (MIA)","Johnson, Cameron (PHX)","Oubre Jr., Kelly (CHA)",2022,6th
Michael Wilbon,ESPN,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Brian Windhorst,ESPN,"Herro, Tyler (MIA)","Johnson, Cameron (PHX)","Love, Kevin (CLE)",2022,6th
Matt Winer,Turner,"Herro, Tyler (MIA)","Johnson, Cameron (PHX)","Love, Kevin (CLE)",2022,6th
Kristian Winfield,New York Daily News,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Melton, De'Anthony (MEM)",2022,6th
Michael Wright,NBA.com,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Ohm Youngmisuk,ESPN,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Johnson, Cameron (PHX)",2022,6th
Jeff Zillgitt,USA Today,"Herro, Tyler (MIA)","Love, Kevin (CLE)","Melton, De'Anthony (MEM)",2022,6th
