Voter,Affiliation,1st,2nd,3rd,Year,Award
David Cobb,Memphis Commercial Appeal,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Sean Deveney,The Sporting News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Amin Elhassan,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Paul Flannery,SB Nation,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Reid Forgrave,CBSSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Joe Freeman,The Oregonian,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Rosalyn Gold-Onwude,Turner,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Vince Goodwill,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Michael Grange,Rogers Sportsnet,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Jared Greenberg,Turner,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Will Guillory,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
Kevin Harlan,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Zach Harper,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Chris Haynes,Yahoo! Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Kurt Helin,NBCSports.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Erik Horne,The Oklahoman,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
Lisa Hsu,Tencent,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Cassidy Hubbarth,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Kelly Iko,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Frank Isola,Sirius Radio/The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
Mark Jackson,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
K.C. Johnson,Chicago Tribune,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Mark Jones,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Fred Katz,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Marc Kestecher,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Nira Khurana,Perform,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Kennegh Lau,BesTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Kristen Ledlow,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Brian Lewis,New York Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Massimo Pegna,La Gazzetta dello Sport,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Zach Lowe,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Tim MacMahon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Jackie MacMullan,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Brian Mahoney,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Rob Mahoney,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Maxime Malet,L'Equipe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Chris Mannix,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Diego Martinez,Reforma,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Jeff McDonald,San Antonio Express-News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Dave McMenamin,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Reggie Miller,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Rachel Nichols,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Kevin O'Connor,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Bill Oram,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Dave Pasch,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Kevin Pelton,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Robinson, Mitchell (NYK)",2019,ROY
Keith Pompey,Philadelphia Inqurier and Daily News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Duane Rankin,Arizona Republic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Tim Reynolds,Associated Press,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
Josh Robbins,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Jalen Rose,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
John Schuhmann,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Guillermo Schutz,Televisa,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Dennis Scott,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Okogie, Josh (MIN)",2019,ROY
Andrew Sharp,Sports Illustrated,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Ramona Shelburne,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Bill Simmons,The Ringer,"Doncic, Luka (DAL)","Young, Trae (ATL)","Bagley III, Marvin (SAC)",2019,ROY
Mike Singer,Denver Post,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Anthony Slater,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Doug Smith,Toronto Star,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)",2019,ROY
Sekou Smith,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Steve Smith,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Casey Stern,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Mirjam Swanson,Southern California News Group,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Justin Termine,Sirius Radio,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Flavio Tranquillo,Sky Italia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)",2019,ROY
Olgun Uluc,Fox Sports Australia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Joe Vardon,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Matt Velazquez,Milwaukee Journal Sentinel,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Andre Voigt,DAZN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Richard Walker,Gaston Gazette,"Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)",2019,ROY
Gary Washburn,Boston Globe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)",2019,ROY
Michael Wilbon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Brian Windhorst,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Matt Winer,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Ryan Wolstat,Toronto Sun,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Eric Woodyard,Deseret News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Royce Young,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)",2019,ROY
Weiping Zhang,CCTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
Jeff Zillgitt,USA Today,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)",2019,ROY
