Voter,Affiliation,1st,2nd,3rd,Year
Lisa Hsu,Tencent,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Wood, Christian (DET)",2019
Cassidy Hubbarth,ESPN,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Kelly Iko,The Athletic,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Frank Isola,Sirius Radio,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Mark Jackson,ESPN,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Harrell, Montrezl (LAC)",2019
Ernie Johnson,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Mark Jones,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Dragic, Goran (MIA)",2019
Fred Katz,The Athletic,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Hill, George (MIL)",2019
Marc Kestecher,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Chris Kirschner,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Nick Kosmider,The Athletic,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Harrell, Montrezl (LAC)",2019
Andy Larsen,Salt Lake Tribune,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2019
Kristen Ledlow,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Connor Letourneau,San Francisco Chronicle,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2019
Greg Logan,Newsday,"Williams, Lou (LAC)","Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)",2019
Zach Lowe,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Coral Lu,ESPN-Tencent,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Jackie MacMullan,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Brian Mahoney,Associated Press,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2019
Maxime Malet,L'Equipe,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Hill, George (MIL)",2019
Chris Mannix,Sports Illustrated,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Diego Martinez,Reforma,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Jeff McDonald,San Antonio Express-News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Dave McMenamin,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Mark Medina,USA Today,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Yoko Miyaji,Sports Graphic Number,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Rachel Nichols,ESPN,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Kevin O'Connor,The Ringer,"Schroder, Dennis (OKC)","Wood, Christian (DET)","Harrell, Montrezl (LAC)",2019
Candace Parker,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Dave Pasch,ESPN,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Hill, George (MIL)",2019
Kevin Pelton,ESPN,"Harrell, Montrezl (LAC)","Wood, Christian (DET)","Bertans, Davis (WAS)",2019
Keith Pompey,Philadelphia Inquirer and Daily News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2019
Shaun Powell,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Jason Quick,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2019
Duane Rankin,Arizona Republic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Remi Reverchon,BeIN Sport (France),"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Tim Reynolds,Associated Press,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2019
Josh Robbins,The Athletic,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Jalen Rose,ESPN,"Williams, Lou (LAC)","Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)",2019
Simone Sandri,La Gazzetta Dello Sport,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Chris Sasaki,Rakuten,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
John Schuhmann,NBA.com,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2019
Dennis Scott,Turner,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)",2019
Ramona Shelburne,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Bill Simmons,The Ringer,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2019
Sekou Smith,NBA.com,"Schroder, Dennis (OKC)","Williams, Lou (LAC)","Bertans, Davis (WAS)",2019
Stephen Smith,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Steve Smith,Turner,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Doug Smith,The Toronto Star,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Seerat Sohi,Yahoo! Sports,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Wood, Christian (DET)",2019
Casey Stern,Turner,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Mirjam Swanson,Southern California News Group,"Harrell, Montrezl (LAC)","Williams, Lou (LAC)","Schroder, Dennis (OKC)",2019
Maria Taylor,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2019
Justin Termine,Sirius Radio,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Brad Townsend,Dallas Morning News,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Williams, Lou (LAC)",2019
Joe Vardon,The Athletic,"Williams, Lou (LAC)","Harrell, Montrezl (LAC)","Hill, George (MIL)",2019
Matt Velazquez,Milwaukee Journal Sentinel,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Hill, George (MIL)",2019
Gary Washburn,Boston Globe,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Michael Wilbon,ESPN,"Williams, Lou (LAC)","Schroder, Dennis (OKC)","Rose, Derrick (DET)",2019
Brian Windhorst,ESPN,"Harrell, Montrezl (LAC)","Schroder, Dennis (OKC)","Wood, Christian (DET)",2019
Matt Winer,Turner,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Williams, Lou (LAC)",2019
Royce Young,ESPN,"Schroder, Dennis (OKC)","Harrell, Montrezl (LAC)","Dragic, Goran (MIA)",2019
Jeff Zillgitt,USA Today,"Harrell, Montrezl (LAC)","Hill, George (MIL)","Schroder, Dennis (OKC)",2019
