Voter,Affiliation,1st,2nd,3rd,Year
Jeff McDonald,San Antonio Express-News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Dave McMenamin,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019
Mark Medina,USA Today,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019
Yoko Miyaji,Sports Graphic Number,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Rachel Nichols,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019
Kevin O'Connor,The Ringer,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Candace Parker,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019
Dave Pasch,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Leonard, Kawhi (LAC)",2019
Kevin Pelton,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Lopez, Brook (MIL)",2019
Keith Pompey,Philadelphia Inquirer and Daily News,"Simmons, Ben (PHI)","Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)",2019
Shaun Powell,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Jason Quick,The Athletic,"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)",2019
Duane Rankin,Arizona Republic,"Davis, Anthony (LAL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019
Remi Reverchon,BeIN Sport (France),"Gobert, Rudy (UTA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019
Tim Reynolds,Associated Press,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Adebayo, Bam (MIA)",2019
Josh Robbins,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Jalen Rose,ESPN,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Beverley, Patrick (LAC)",2019
Simone Sandri,La Gazzetta Dello Sport,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Beverley, Patrick (LAC)",2019
Chris Sasaki,Rakuten,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
John Schuhmann,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Dennis Scott,Turner,"Gobert, Rudy (UTA)","Davis, Anthony (LAL)","Allen, Jarrett (BKN)",2019
Ramona Shelburne,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019
Bill Simmons,The Ringer,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019
Doug Smith,The Toronto Star,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Sekou Smith,NBA.com,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Stephen Smith,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019
Steve Smith,Turner,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019
Seerat Sohi,Yahoo! Sports,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019
Casey Stern,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Mirjam Swanson,Southern California News Group,"Davis, Anthony (LAL)","Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)",2019
Maria Taylor,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Simmons, Ben (PHI)",2019
Justin Termine,Sirius Radio,"Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)","Gobert, Rudy (UTA)",2019
Brad Townsend,Dallas Morning News,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Joe Vardon,The Athletic,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Smart, Marcus (BOS)",2019
Matt Velazquez,Milwaukee Journal Sentinel,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Gary Washburn,Boston Globe,"Antetokounmpo, Giannis (MIL)","Smart, Marcus (BOS)","Davis, Anthony (LAL)",2019
Michael Wilbon,ESPN,"Antetokounmpo, Giannis (MIL)","Davis, Anthony (LAL)","Gobert, Rudy (UTA)",2019
Brian Windhorst,ESPN,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Matt Winer,Turner,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Davis, Anthony (LAL)",2019
Royce Young,ESPN,"Adebayo, Bam (MIA)","Antetokounmpo, Giannis (MIL)","Simmons, Ben (PHI)",2019
Jeff Zillgitt,USA Today,"Antetokounmpo, Giannis (MIL)","Gobert, Rudy (UTA)","Leonard, Kawhi (LAC)",2019
